estado,candidato,votos,cargo,ano,turno
Bahia,Paulo Gontijo  PP,22799,Presidente,1989,Turno 1
Minas Gerais,Paulo Gontijo  PP,23099,Presidente,1989,Turno 1
Espírito Santo,Paulo Gontijo  PP,2615,Presidente,1989,Turno 1
Rio de Janeiro,Paulo Gontijo  PP,5030,Presidente,1989,Turno 1
São Paulo,Paulo Gontijo  PP,17311,Presidente,1989,Turno 1
Paraná,Paulo Gontijo  PP,9939,Presidente,1989,Turno 1
Santa Catarina,Paulo Gontijo  PP,2812,Presidente,1989,Turno 1
R. G. do Sul,Paulo Gontijo  PP,4462,Presidente,1989,Turno 1
M. G. do Sul,Paulo Gontijo  PP,2037,Presidente,1989,Turno 1
Mato Grosso,Paulo Gontijo  PP,2402,Presidente,1989,Turno 1
Goiás,Paulo Gontijo  PP,4147,Presidente,1989,Turno 1
Distrito Federal,Paulo Gontijo  PP,835,Presidente,1989,Turno 1
Rondônia,Zamir PCN,1366,Presidente,1989,Turno 1
Acre,Zamir PCN,1428,Presidente,1989,Turno 1
Amazonas,Zamir PCN,1486,Presidente,1989,Turno 1
Roraima,Zamir PCN,130,Presidente,1989,Turno 1
Pará,Zamir PCN,5123,Presidente,1989,Turno 1
Amapá,Zamir PCN,325,Presidente,1989,Turno 1
Tocantins,Zamir PCN,1172,Presidente,1989,Turno 1
Maranhão,Zamir PCN,8452,Presidente,1989,Turno 1
Piauí,Zamir PCN,5809,Presidente,1989,Turno 1
Ceará,Zamir PCN,10436,Presidente,1989,Turno 1
R. G. do Norte,Zamir PCN,6293,Presidente,1989,Turno 1
Paraíba,Zamir PCN,8136,Presidente,1989,Turno 1
Pernambuco,Zamir PCN,13966,Presidente,1989,Turno 1
Alagoas,Zamir PCN,2411,Presidente,1989,Turno 1
Sergipe,Zamir PCN,2317,Presidente,1989,Turno 1
Bahia,Zamir PCN,31096,Presidente,1989,Turno 1
Minas Gerais,Zamir PCN,28554,Presidente,1989,Turno 1
Espírito Santo,Zamir PCN,3714,Presidente,1989,Turno 1
Rio de Janeiro,Zamir PCN,7103,Presidente,1989,Turno 1
São Paulo,Zamir PCN,18517,Presidente,1989,Turno 1
Paraná,Zamir PCN,8857,Presidente,1989,Turno 1
Santa Catarina,Zamir PCN,4195,Presidente,1989,Turno 1
R. G. do Sul,Zamir PCN,5410,Presidente,1989,Turno 1
M. G. do Sul,Zamir PCN,2053,Presidente,1989,Turno 1
Mato Grosso,Zamir PCN,2622,Presidente,1989,Turno 1
Goiás,Zamir PCN,5245,Presidente,1989,Turno 1
Distrito Federal,Zamir PCN,944,Presidente,1989,Turno 1
Rondônia,Lívia Maria PN,1168,Presidente,1989,Turno 1
Acre,Lívia Maria PN,466,Presidente,1989,Turno 1
Amazonas,Lívia Maria PN,2075,Presidente,1989,Turno 1
Roraima,Lívia Maria PN,179,Presidente,1989,Turno 1
Pará,Lívia Maria PN,6208,Presidente,1989,Turno 1
Amapá,Lívia Maria PN,330,Presidente,1989,Turno 1
Tocantins,Lívia Maria PN,1554,Presidente,1989,Turno 1
Maranhão,Lívia Maria PN,6900,Presidente,1989,Turno 1
Piauí,Lívia Maria PN,6154,Presidente,1989,Turno 1
Ceará,Lívia Maria PN,15096,Presidente,1989,Turno 1
R. G. do Norte,Lívia Maria PN,3715,Presidente,1989,Turno 1
Paraíba,Lívia Maria PN,5729,Presidente,1989,Turno 1
Pernambuco,Lívia Maria PN,9996,Presidente,1989,Turno 1
Alagoas,Lívia Maria PN,5298,Presidente,1989,Turno 1
Sergipe,Lívia Maria PN,3260,Presidente,1989,Turno 1
Bahia,Lívia Maria PN,16925,Presidente,1989,Turno 1
Minas Gerais,Lívia Maria PN,21691,Presidente,1989,Turno 1
Espírito Santo,Lívia Maria PN,3063,Presidente,1989,Turno 1
Rio de Janeiro,Lívia Maria PN,9276,Presidente,1989,Turno 1
São Paulo,Lívia Maria PN,26758,Presidente,1989,Turno 1
Paraná,Lívia Maria PN,12378,Presidente,1989,Turno 1
Santa Catarina,Lívia Maria PN,4104,Presidente,1989,Turno 1
R. G. do Sul,Lívia Maria PN,6320,Presidente,1989,Turno 1
M. G. do Sul,Lívia Maria PN,2617,Presidente,1989,Turno 1
Mato Grosso,Lívia Maria PN,2437,Presidente,1989,Turno 1
Goiás,Lívia Maria PN,5025,Presidente,1989,Turno 1
Distrito Federal,Lívia Maria PN,1174,Presidente,1989,Turno 1
Rondônia,Eudes Mattar PLP,1238,Presidente,1989,Turno 1
Acre,Eudes Mattar PLP,443,Presidente,1989,Turno 1
Amazonas,Eudes Mattar PLP,1048,Presidente,1989,Turno 1
Roraima,Eudes Mattar PLP,92,Presidente,1989,Turno 1
Pará,Eudes Mattar PLP,3541,Presidente,1989,Turno 1
Amapá,Eudes Mattar PLP,215,Presidente,1989,Turno 1
Tocantins,Eudes Mattar PLP,888,Presidente,1989,Turno 1
Maranhão,Eudes Mattar PLP,7535,Presidente,1989,Turno 1
Piauí,Eudes Mattar PLP,6507,Presidente,1989,Turno 1
Ceará,Eudes Mattar PLP,8831,Presidente,1989,Turno 1
R. G. do Norte,Eudes Mattar PLP,4736,Presidente,1989,Turno 1
Paraíba,Eudes Mattar PLP,8750,Presidente,1989,Turno 1
Pernambuco,Eudes Mattar PLP,15121,Presidente,1989,Turno 1
Alagoas,Eudes Mattar PLP,2968,Presidente,1989,Turno 1
Sergipe,Eudes Mattar PLP,1945,Presidente,1989,Turno 1
Bahia,Eudes Mattar PLP,24557,Presidente,1989,Turno 1
Minas Gerais,Eudes Mattar PLP,32474,Presidente,1989,Turno 1
Espírito Santo,Eudes Mattar PLP,3241,Presidente,1989,Turno 1
Rio de Janeiro,Eudes Mattar PLP,4046,Presidente,1989,Turno 1
São Paulo,Eudes Mattar PLP,13589,Presidente,1989,Turno 1
Paraná,Eudes Mattar PLP,7006,Presidente,1989,Turno 1
Santa Catarina,Eudes Mattar PLP,2215,Presidente,1989,Turno 1
R. G. do Sul,Eudes Mattar PLP,2347,Presidente,1989,Turno 1
M. G. do Sul,Eudes Mattar PLP,1325,Presidente,1989,Turno 1
Mato Grosso,Eudes Mattar PLP,1776,Presidente,1989,Turno 1
Goiás,Eudes Mattar PLP,5126,Presidente,1989,Turno 1
Distrito Federal,Eudes Mattar PLP,776,Presidente,1989,Turno 1
Rondônia,Fernando Gabeira PV,776,Presidente,1989,Turno 1
Acre,Fernando Gabeira PV,297,Presidente,1989,Turno 1
Amazonas,Fernando Gabeira PV,1063,Presidente,1989,Turno 1
Roraima,Fernando Gabeira PV,118,Presidente,1989,Turno 1
Pará,Fernando Gabeira PV,3151,Presidente,1989,Turno 1
Amapá,Fernando Gabeira PV,204,Presidente,1989,Turno 1
Tocantins,Fernando Gabeira PV,540,Presidente,1989,Turno 1
Maranhão,Fernando Gabeira PV,4043,Presidente,1989,Turno 1
Piauí,Fernando Gabeira PV,3291,Presidente,1989,Turno 1
Ceará,Fernando Gabeira PV,10031,Presidente,1989,Turno 1
R. G. do Norte,Fernando Gabeira PV,2347,Presidente,1989,Turno 1
Paraíba,Fernando Gabeira PV,3935,Presidente,1989,Turno 1
Pernambuco,Fernando Gabeira PV,5681,Presidente,1989,Turno 1
Alagoas,Fernando Gabeira PV,1953,Presidente,1989,Turno 1
Sergipe,Fernando Gabeira PV,1622,Presidente,1989,Turno 1
Bahia,Fernando Gabeira PV,10188,Presidente,1989,Turno 1
Minas Gerais,Fernando Gabeira PV,14104,Presidente,1989,Turno 1
Espírito Santo,Fernando Gabeira PV,2100,Presidente,1989,Turno 1
Rio de Janeiro,Fernando Gabeira PV,12090,Presidente,1989,Turno 1
São Paulo,Fernando Gabeira PV,21229,Presidente,1989,Turno 1
Paraná,Fernando Gabeira PV,7533,Presidente,1989,Turno 1
Santa Catarina,Fernando Gabeira PV,4185,Presidente,1989,Turno 1
R. G. do Sul,Fernando Gabeira PV,9178,Presidente,1989,Turno 1
M. G. do Sul,Fernando Gabeira PV,1225,Presidente,1989,Turno 1
Mato Grosso,Fernando Gabeira PV,1451,Presidente,1989,Turno 1
Goiás,Fernando Gabeira PV,2580,Presidente,1989,Turno 1
Distrito Federal,Fernando Gabeira PV,870,Presidente,1989,Turno 1
Rondônia,Celso Brandt PMN,782,Presidente,1989,Turno 1
Acre,Celso Brandt PMN,288,Presidente,1989,Turno 1
Amazonas,Celso Brandt PMN,1309,Presidente,1989,Turno 1
Roraima,Celso Brandt PMN,128,Presidente,1989,Turno 1
Pará,Celso Brandt PMN,2991,Presidente,1989,Turno 1
Amapá,Celso Brandt PMN,191,Presidente,1989,Turno 1
Tocantins,Celso Brandt PMN,505,Presidente,1989,Turno 1
Maranhão,Celso Brandt PMN,3253,Presidente,1989,Turno 1
Piauí,Celso Brandt PMN,2528,Presidente,1989,Turno 1
Ceará,Celso Brandt PMN,5793,Presidente,1989,Turno 1
R. G. do Norte,Celso Brandt PMN,1717,Presidente,1989,Turno 1
Paraíba,Celso Brandt PMN,2590,Presidente,1989,Turno 1
Pernambuco,Celso Brandt PMN,4267,Presidente,1989,Turno 1
Alagoas,Celso Brandt PMN,1344,Presidente,1989,Turno 1
Sergipe,Celso Brandt PMN,1255,Presidente,1989,Turno 1
Bahia,Celso Brandt PMN,8425,Presidente,1989,Turno 1
Minas Gerais,Celso Brandt PMN,14128,Presidente,1989,Turno 1
Espírito Santo,Celso Brandt PMN,2014,Presidente,1989,Turno 1
Rio de Janeiro,Celso Brandt PMN,8230,Presidente,1989,Turno 1
São Paulo,Celso Brandt PMN,22737,Presidente,1989,Turno 1
Paraná,Celso Brandt PMN,9170,Presidente,1989,Turno 1
Santa Catarina,Celso Brandt PMN,4151,Presidente,1989,Turno 1
R. G. do Sul,Celso Brandt PMN,5147,Presidente,1989,Turno 1
M. G. do Sul,Celso Brandt PMN,1301,Presidente,1989,Turno 1
Mato Grosso,Celso Brandt PMN,1431,Presidente,1989,Turno 1
Goiás,Celso Brandt PMN,3075,Presidente,1989,Turno 1
Distrito Federal,Celso Brandt PMN,1144,Presidente,1989,Turno 1
Rondônia,Antônio Pedreira PPB,581,Presidente,1989,Turno 1
Acre,Antônio Pedreira PPB,259,Presidente,1989,Turno 1
Amazonas,Antônio Pedreira PPB,738,Presidente,1989,Turno 1
Roraima,Antônio Pedreira PPB,83,Presidente,1989,Turno 1
Pará,Antônio Pedreira PPB,2695,Presidente,1989,Turno 1
Amapá,Antônio Pedreira PPB,155,Presidente,1989,Turno 1
Tocantins,Antônio Pedreira PPB,417,Presidente,1989,Turno 1
Maranhão,Antônio Pedreira PPB,3440,Presidente,1989,Turno 1
Piauí,Antônio Pedreira PPB,2572,Presidente,1989,Turno 1
Ceará,Antônio Pedreira PPB,6153,Presidente,1989,Turno 1
R. G. do Norte,Antônio Pedreira PPB,2107,Presidente,1989,Turno 1
Paraíba,Antônio Pedreira PPB,2993,Presidente,1989,Turno 1
Pernambuco,Antônio Pedreira PPB,4549,Presidente,1989,Turno 1
Alagoas,Antônio Pedreira PPB,1566,Presidente,1989,Turno 1
Sergipe,Antônio Pedreira PPB,1295,Presidente,1989,Turno 1
Bahia,Antônio Pedreira PPB,8529,Presidente,1989,Turno 1
Minas Gerais,Antônio Pedreira PPB,11481,Presidente,1989,Turno 1
Espírito Santo,Antônio Pedreira PPB,1598,Presidente,1989,Turno 1
Rio de Janeiro,Antônio Pedreira PPB,5481,Presidente,1989,Turno 1
São Paulo,Antônio Pedreira PPB,11147,Presidente,1989,Turno 1
Paraná,Antônio Pedreira PPB,5954,Presidente,1989,Turno 1
Santa Catarina,Antônio Pedreira PPB,2762,Presidente,1989,Turno 1
R. G. do Sul,Antônio Pedreira PPB,4780,Presidente,1989,Turno 1
M. G. do Sul,Antônio Pedreira PPB,1071,Presidente,1989,Turno 1
Mato Grosso,Antônio Pedreira PPB,1082,Presidente,1989,Turno 1
Goiás,Antônio Pedreira PPB,2090,Presidente,1989,Turno 1
Distrito Federal,Antônio Pedreira PPB,522,Presidente,1989,Turno 1
Rondônia,Manoel Horta PDCdoB,552,Presidente,1989,Turno 1
Acre,Manoel Horta PDCdoB,290,Presidente,1989,Turno 1
Amazonas,Manoel Horta PDCdoB,745,Presidente,1989,Turno 1
Roraima,Manoel Horta PDCdoB,86,Presidente,1989,Turno 1
Pará,Manoel Horta PDCdoB,2422,Presidente,1989,Turno 1
Amapá,Manoel Horta PDCdoB,136,Presidente,1989,Turno 1
Tocantins,Manoel Horta PDCdoB,496,Presidente,1989,Turno 1
Maranhão,Manoel Horta PDCdoB,3309,Presidente,1989,Turno 1
Piauí,Manoel Horta PDCdoB,2783,Presidente,1989,Turno 1
Ceará,Manoel Horta PDCdoB,7263,Presidente,1989,Turno 1
R. G. do Norte,Manoel Horta PDCdoB,1984,Presidente,1989,Turno 1
Paraíba,Manoel Horta PDCdoB,3163,Presidente,1989,Turno 1
Pernambuco,Manoel Horta PDCdoB,4081,Presidente,1989,Turno 1
Alagoas,Manoel Horta PDCdoB,1542,Presidente,1989,Turno 1
Sergipe,Manoel Horta PDCdoB,1184,Presidente,1989,Turno 1
Bahia,Manoel Horta PDCdoB,7942,Presidente,1989,Turno 1
Minas Gerais,Manoel Horta PDCdoB,10197,Presidente,1989,Turno 1
Espírito Santo,Manoel Horta PDCdoB,1376,Presidente,1989,Turno 1
Rio de Janeiro,Manoel Horta PDCdoB,4539,Presidente,1989,Turno 1
São Paulo,Manoel Horta PDCdoB,12060,Presidente,1989,Turno 1
Paraná,Manoel Horta PDCdoB,5128,Presidente,1989,Turno 1
Santa Catarina,Manoel Horta PDCdoB,2488,Presidente,1989,Turno 1
R. G. do Sul,Manoel Horta PDCdoB,5365,Presidente,1989,Turno 1
M. G. do Sul,Manoel Horta PDCdoB,850,Presidente,1989,Turno 1
Mato Grosso,Manoel Horta PDCdoB,1029,Presidente,1989,Turno 1
Goiás,Manoel Horta PDCdoB,1899,Presidente,1989,Turno 1
Distrito Federal,Manoel Horta PDCdoB,371,Presidente,1989,Turno 1
Rondônia,Fernando Collor de Mello PRR (PST-PSL),234272,Presidente,1989,Turno 2
Acre,Fernando Collor de Mello PRR (PST-PSL),89103,Presidente,1989,Turno 2
Amazonas,Fernando Collor de Mello PRR (PST-PSL),397103,Presidente,1989,Turno 2
Roraima,Fernando Collor de Mello PRR (PST-PSL),39916,Presidente,1989,Turno 2
Pará,Fernando Collor de Mello PRR (PST-PSL),1105829,Presidente,1989,Turno 2
Amapá,Fernando Collor de Mello PRR (PST-PSL),53780,Presidente,1989,Turno 2
Tocantins,Fernando Collor de Mello PRR (PST-PSL),227029,Presidente,1989,Turno 2
Maranhão,Fernando Collor de Mello PRR (PST-PSL),867254,Presidente,1989,Turno 2
Piauí,Fernando Collor de Mello PRR (PST-PSL),590593,Presidente,1989,Turno 2
Ceará,Fernando Collor de Mello PRR (PST-PSL),1478449,Presidente,1989,Turno 2
R. G. do Norte,Fernando Collor de Mello PRR (PST-PSL),535195,Presidente,1989,Turno 2
Paraíba,Fernando Collor de Mello PRR (PST-PSL),740208,Presidente,1989,Turno 2
Pernambuco,Fernando Collor de Mello PRR (PST-PSL),1455753,Presidente,1989,Turno 2
Alagoas,Fernando Collor de Mello PRR (PST-PSL),682989,Presidente,1989,Turno 2
Sergipe,Fernando Collor de Mello PRR (PST-PSL),403480,Presidente,1989,Turno 2
Bahia,Fernando Collor de Mello PRR (PST-PSL),2118307,Presidente,1989,Turno 2
Minas Gerais,Fernando Collor de Mello PRR (PST-PSL),4186656,Presidente,1989,Turno 2
Espírito Santo,Fernando Collor de Mello PRR (PST-PSL),689981,Presidente,1989,Turno 2
Rio de Janeiro,Fernando Collor de Mello PRR (PST-PSL),1941598,Presidente,1989,Turno 2
São Paulo,Fernando Collor de Mello PRR (PST-PSL),9270503,Presidente,1989,Turno 2
Paraná,Fernando Collor de Mello PRR (PST-PSL),2793426,Presidente,1989,Turno 2
Santa Catarina,Fernando Collor de Mello PRR (PST-PSL),1167689,Presidente,1989,Turno 2
R. G. do Sul,Fernando Collor de Mello PRR (PST-PSL),1532826,Presidente,1989,Turno 2
M. G. do Sul,Fernando Collor de Mello PRR (PST-PSL),579064,Presidente,1989,Turno 2
Mato Grosso,Fernando Collor de Mello PRR (PST-PSL),475046,Presidente,1989,Turno 2
Goiás,Fernando Collor de Mello PRR (PST-PSL),1160446,Presidente,1989,Turno 2
Distrito Federal,Fernando Collor de Mello PRR (PST-PSL),268962,Presidente,1989,Turno 2
Rondônia,Luiz Inácio Lula da Silva PT (PSB-PCdoB),136123,Presidente,1989,Turno 2
Acre,Luiz Inácio Lula da Silva PT (PSB-PCdoB),39695,Presidente,1989,Turno 2
Amazonas,Luiz Inácio Lula da Silva PT (PSB-PCdoB),197431,Presidente,1989,Turno 2
Roraima,Luiz Inácio Lula da Silva PT (PSB-PCdoB),12364,Presidente,1989,Turno 2
Pará,Luiz Inácio Lula da Silva PT (PSB-PCdoB),419656,Presidente,1989,Turno 2
Amapá,Luiz Inácio Lula da Silva PT (PSB-PCdoB),29926,Presidente,1989,Turno 2
Tocantins,Luiz Inácio Lula da Silva PT (PSB-PCdoB),62576,Presidente,1989,Turno 2
Maranhão,Luiz Inácio Lula da Silva PT (PSB-PCdoB),521854,Presidente,1989,Turno 2
Piauí,Luiz Inácio Lula da Silva PT (PSB-PCdoB),411812,Presidente,1989,Turno 2
Ceará,Luiz Inácio Lula da Silva PT (PSB-PCdoB),1119521,Presidente,1989,Turno 2
R. G. do Norte,Luiz Inácio Lula da Silva PT (PSB-PCdoB),482465,Presidente,1989,Turno 2
Paraíba,Luiz Inácio Lula da Silva PT (PSB-PCdoB),606446,Presidente,1989,Turno 2
Pernambuco,Luiz Inácio Lula da Silva PT (PSB-PCdoB),1509085,Presidente,1989,Turno 2
Alagoas,Luiz Inácio Lula da Silva PT (PSB-PCdoB),214890,Presidente,1989,Turno 2
Sergipe,Luiz Inácio Lula da Silva PT (PSB-PCdoB),208829,Presidente,1989,Turno 2
Bahia,Luiz Inácio Lula da Silva PT (PSB-PCdoB),1980907,Presidente,1989,Turno 2
Minas Gerais,Luiz Inácio Lula da Silva PT (PSB-PCdoB),3355121,Presidente,1989,Turno 2
Espírito Santo,Luiz Inácio Lula da Silva PT (PSB-PCdoB),473597,Presidente,1989,Turno 2
Rio de Janeiro,Luiz Inácio Lula da Silva PT (PSB-PCdoB),5228265,Presidente,1989,Turno 2
São Paulo,Luiz Inácio Lula da Silva PT (PSB-PCdoB),6739378,Presidente,1989,Turno 2
Paraná,Luiz Inácio Lula da Silva PT (PSB-PCdoB),1357994,Presidente,1989,Turno 2
Santa Catarina,Luiz Inácio Lula da Silva PT (PSB-PCdoB),1152730,Presidente,1989,Turno 2
R. G. do Sul,Luiz Inácio Lula da Silva PT (PSB-PCdoB),3366802,Presidente,1989,Turno 2
M. G. do Sul,Luiz Inácio Lula da Silva PT (PSB-PCdoB),215859,Presidente,1989,Turno 2
Mato Grosso,Luiz Inácio Lula da Silva PT (PSB-PCdoB),240486,Presidente,1989,Turno 2
Goiás,Luiz Inácio Lula da Silva PT (PSB-PCdoB),535142,Presidente,1989,Turno 2
Distrito Federal,Luiz Inácio Lula da Silva PT (PSB-PCdoB),451780,Presidente,1989,Turno 2
Rondônia,Fernando Henrique Cardoso PSDB (PFL-PTB),259418,Presidente,1994,Turno 1
Acre,Fernando Henrique Cardoso PSDB (PFL-PTB),90132,Presidente,1994,Turno 1
Amazonas,Fernando Henrique Cardoso PSDB (PFL-PTB),419742,Presidente,1994,Turno 1
Roraima,Fernando Henrique Cardoso PSDB (PFL-PTB),60693,Presidente,1994,Turno 1
Pará,Fernando Henrique Cardoso PSDB (PFL-PTB),809793,Presidente,1994,Turno 1
Amapá,Fernando Henrique Cardoso PSDB (PFL-PTB),76397,Presidente,1994,Turno 1
Tocantins,Fernando Henrique Cardoso PSDB (PFL-PTB),234699,Presidente,1994,Turno 1
Maranhão,Fernando Henrique Cardoso PSDB (PFL-PTB),785417,Presidente,1994,Turno 1
Piauí,Fernando Henrique Cardoso PSDB (PFL-PTB),476404,Presidente,1994,Turno 1
Ceará,Fernando Henrique Cardoso PSDB (PFL-PTB),1517698,Presidente,1994,Turno 1
R. G. do Norte,Fernando Henrique Cardoso PSDB (PFL-PTB),606681,Presidente,1994,Turno 1
Paraíba,Fernando Henrique Cardoso PSDB (PFL-PTB),761876,Presidente,1994,Turno 1
Pernambuco,Fernando Henrique Cardoso PSDB (PFL-PTB),1381756,Presidente,1994,Turno 1
Alagoas,Fernando Henrique Cardoso PSDB (PFL-PTB),525036,Presidente,1994,Turno 1
Sergipe,Fernando Henrique Cardoso PSDB (PFL-PTB),270984,Presidente,1994,Turno 1
Bahia,Fernando Henrique Cardoso PSDB (PFL-PTB),1951179,Presidente,1994,Turno 1
Minas Gerais,Fernando Henrique Cardoso PSDB (PFL-PTB),4536780,Presidente,1994,Turno 1
Espírito Santo,Fernando Henrique Cardoso PSDB (PFL-PTB),714958,Presidente,1994,Turno 1
Rio de Janeiro,Fernando Henrique Cardoso PSDB (PFL-PTB),3102664,Presidente,1994,Turno 1
São Paulo,Fernando Henrique Cardoso PSDB (PFL-PTB),8679287,Presidente,1994,Turno 1
Paraná,Fernando Henrique Cardoso PSDB (PFL-PTB),2382093,Presidente,1994,Turno 1
Santa Catarina,Fernando Henrique Cardoso PSDB (PFL-PTB),789001,Presidente,1994,Turno 1
R. G. do Sul,Fernando Henrique Cardoso PSDB (PFL-PTB),1422390,Presidente,1994,Turno 1
M. G. do Sul,Fernando Henrique Cardoso PSDB (PFL-PTB),512527,Presidente,1994,Turno 1
Mato Grosso,Fernando Henrique Cardoso PSDB (PFL-PTB),495956,Presidente,1994,Turno 1
Goiás,Fernando Henrique Cardoso PSDB (PFL-PTB),1171550,Presidente,1994,Turno 1
Distrito Federal,Fernando Henrique Cardoso PSDB (PFL-PTB),315106,Presidente,1994,Turno 1
Rondônia,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),89838,Presidente,1994,Turno 1
Acre,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),39656,Presidente,1994,Turno 1
Amazonas,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),161390,Presidente,1994,Turno 1
Roraima,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),11575,Presidente,1994,Turno 1
Pará,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),453794,Presidente,1994,Turno 1
Amapá,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),34623,Presidente,1994,Turno 1
Tocantins,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),54989,Presidente,1994,Turno 1
Maranhão,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),292057,Presidente,1994,Turno 1
Piauí,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),296077,Presidente,1994,Turno 1
Ceará,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),669425,Presidente,1994,Turno 1
R. G. do Norte,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),227252,Presidente,1994,Turno 1
Paraíba,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),311142,Presidente,1994,Turno 1
Pernambuco,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),949865,Presidente,1994,Turno 1
Alagoas,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),84929,Presidente,1994,Turno 1
Sergipe,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),211320,Presidente,1994,Turno 1
Bahia,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),1310823,Presidente,1994,Turno 1
Minas Gerais,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),1532740,Presidente,1994,Turno 1
Espírito Santo,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),331798,Presidente,1994,Turno 1
Rio de Janeiro,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),1689772,Presidente,1994,Turno 1
São Paulo,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),4205530,Presidente,1994,Turno 1
Paraná,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),898231,Presidente,1994,Turno 1
Santa Catarina,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),630999,Presidente,1994,Turno 1
R. G. do Sul,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),1610379,Presidente,1994,Turno 1
M. G. do Sul,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),179296,Presidente,1994,Turno 1
Mato Grosso,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),147307,Presidente,1994,Turno 1
Goiás,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),322907,Presidente,1994,Turno 1
Distrito Federal,Luiz Inácio Lula da Silva PT (PPS-PV-PSTU),364541,Presidente,1994,Turno 1
Rondônia,Êneas Carneiro PRONA,25811,Presidente,1994,Turno 1
Acre,Êneas Carneiro PRONA,12636,Presidente,1994,Turno 1
Amazonas,Êneas Carneiro PRONA,59444,Presidente,1994,Turno 1
Roraima,Êneas Carneiro PRONA,7313,Presidente,1994,Turno 1
Pará,Êneas Carneiro PRONA,115955,Presidente,1994,Turno 1
Amapá,Êneas Carneiro PRONA,11727,Presidente,1994,Turno 1
Tocantins,Êneas Carneiro PRONA,12566,Presidente,1994,Turno 1
Maranhão,Êneas Carneiro PRONA,72687,Presidente,1994,Turno 1
Piauí,Êneas Carneiro PRONA,27083,Presidente,1994,Turno 1
Ceará,Êneas Carneiro PRONA,74382,Presidente,1994,Turno 1
R. G. do Norte,Êneas Carneiro PRONA,41383,Presidente,1994,Turno 1
Paraíba,Êneas Carneiro PRONA,44088,Presidente,1994,Turno 1
Pernambuco,Êneas Carneiro PRONA,99061,Presidente,1994,Turno 1
Alagoas,Êneas Carneiro PRONA,31131,Presidente,1994,Turno 1
Sergipe,Êneas Carneiro PRONA,32999,Presidente,1994,Turno 1
Bahia,Êneas Carneiro PRONA,164451,Presidente,1994,Turno 1
Minas Gerais,Êneas Carneiro PRONA,478926,Presidente,1994,Turno 1
Espírito Santo,Êneas Carneiro PRONA,79532,Presidente,1994,Turno 1
Rio de Janeiro,Êneas Carneiro PRONA,767702,Presidente,1994,Turno 1
São Paulo,Êneas Carneiro PRONA,1380690,Presidente,1994,Turno 1
Paraná,Êneas Carneiro PRONA,256071,Presidente,1994,Turno 1
Santa Catarina,Êneas Carneiro PRONA,162721,Presidente,1994,Turno 1
R. G. do Sul,Êneas Carneiro PRONA,450153,Presidente,1994,Turno 1
M. G. do Sul,Êneas Carneiro PRONA,49527,Presidente,1994,Turno 1
Mato Grosso,Êneas Carneiro PRONA,40304,Presidente,1994,Turno 1
Goiás,Êneas Carneiro PRONA,93314,Presidente,1994,Turno 1
Distrito Federal,Êneas Carneiro PRONA,79237,Presidente,1994,Turno 1
Rondônia,Orestes Quércia PMDB (PSD),17085,Presidente,1994,Turno 1
Acre,Orestes Quércia PMDB (PSD),17708,Presidente,1994,Turno 1
Amazonas,Orestes Quércia PMDB (PSD),31066,Presidente,1994,Turno 1
Roraima,Orestes Quércia PMDB (PSD),2242,Presidente,1994,Turno 1
Pará,Orestes Quércia PMDB (PSD),59021,Presidente,1994,Turno 1
Amapá,Orestes Quércia PMDB (PSD),2955,Presidente,1994,Turno 1
Tocantins,Orestes Quércia PMDB (PSD),30950,Presidente,1994,Turno 1
Maranhão,Orestes Quércia PMDB (PSD),48771,Presidente,1994,Turno 1
Piauí,Orestes Quércia PMDB (PSD),82867,Presidente,1994,Turno 1
Ceará,Orestes Quércia PMDB (PSD),110705,Presidente,1994,Turno 1
R. G. do Norte,Orestes Quércia PMDB (PSD),37590,Presidente,1994,Turno 1
Paraíba,Orestes Quércia PMDB (PSD),56408,Presidente,1994,Turno 1
Pernambuco,Orestes Quércia PMDB (PSD),62823,Presidente,1994,Turno 1
