estado,situacao,votos,eleicao,ano,turno
Paraná,ABSTENÇÃO,1078033,Nulos e Brancos 2002 Turno 1,2002, 1
Santa Catarina,ABSTENÇÃO,516405,Nulos e Brancos 2002 Turno 1,2002, 1
R. G. do Sul,ABSTENÇÃO,955150,Nulos e Brancos 2002 Turno 1,2002, 1
M. G. do Sul,ABSTENÇÃO,254257,Nulos e Brancos 2002 Turno 1,2002, 1
Mato Grosso,ABSTENÇÃO,384833,Nulos e Brancos 2002 Turno 1,2002, 1
Goiás,ABSTENÇÃO,573047,Nulos e Brancos 2002 Turno 1,2002, 1
Distrito Federal,ABSTENÇÃO,234334,Nulos e Brancos 2002 Turno 1,2002, 1
  ,ABSTENÇÃO,NA,Nulos e Brancos 2002 Turno 1,2002, 1
Rondônia,VOTOS EM BRANCO,14473,Nulos e Brancos 2002 Turno 1,2002, 1
Acre,VOTOS EM BRANCO,3968 ,Nulos e Brancos 2002 Turno 1,2002, 1
Amazonas,VOTOS EM BRANCO,16124,Nulos e Brancos 2002 Turno 1,2002, 1
Roraima,VOTOS EM BRANCO,1944,Nulos e Brancos 2002 Turno 1,2002, 1
Pará,VOTOS EM BRANCO,53119,Nulos e Brancos 2002 Turno 1,2002, 1
Amapá,VOTOS EM BRANCO,2017,Nulos e Brancos 2002 Turno 1,2002, 1
Tocantins,VOTOS EM BRANCO,11637,Nulos e Brancos 2002 Turno 1,2002, 1
Maranhão,VOTOS EM BRANCO,89385,Nulos e Brancos 2002 Turno 1,2002, 1
Piauí,VOTOS EM BRANCO,40385,Nulos e Brancos 2002 Turno 1,2002, 1
Ceará,VOTOS EM BRANCO,102111,Nulos e Brancos 2002 Turno 1,2002, 1
R. G. do Norte,VOTOS EM BRANCO,59322,Nulos e Brancos 2002 Turno 1,2002, 1
Paraíba,VOTOS EM BRANCO,83551,Nulos e Brancos 2002 Turno 1,2002, 1
Pernambuco,VOTOS EM BRANCO,222637,Nulos e Brancos 2002 Turno 1,2002, 1
Alagoas,VOTOS EM BRANCO,47296,Nulos e Brancos 2002 Turno 1,2002, 1
Sergipe,VOTOS EM BRANCO,37003,Nulos e Brancos 2002 Turno 1,2002, 1
Bahia,VOTOS EM BRANCO,216749,Nulos e Brancos 2002 Turno 1,2002, 1
Minas Gerais,VOTOS EM BRANCO,369632,Nulos e Brancos 2002 Turno 1,2002, 1
Espírito Santo,VOTOS EM BRANCO,50398,Nulos e Brancos 2002 Turno 1,2002, 1
Rio de Janeiro,VOTOS EM BRANCO,160845,Nulos e Brancos 2002 Turno 1,2002, 1
São Paulo,VOTOS EM BRANCO,717220,Nulos e Brancos 2002 Turno 1,2002, 1
Paraná,VOTOS EM BRANCO,156028,Nulos e Brancos 2002 Turno 1,2002, 1
Santa Catarina,VOTOS EM BRANCO,80032,Nulos e Brancos 2002 Turno 1,2002, 1
R. G. do Sul,VOTOS EM BRANCO,204935,Nulos e Brancos 2002 Turno 1,2002, 1
M. G. do Sul,VOTOS EM BRANCO,23218,Nulos e Brancos 2002 Turno 1,2002, 1
Mato Grosso,VOTOS EM BRANCO,28842,Nulos e Brancos 2002 Turno 1,2002, 1
Goiás,VOTOS EM BRANCO,62565,Nulos e Brancos 2002 Turno 1,2002, 1
Distrito Federal,VOTOS EM BRANCO,17517,Nulos e Brancos 2002 Turno 1,2002, 1
  ,VOTOS EM BRANCO,NA,Nulos e Brancos 2002 Turno 1,2002, 1
Rondônia,VOTOS NULOS,50012,Nulos e Brancos 2002 Turno 1,2002, 1
Acre,VOTOS NULOS,21574 ,Nulos e Brancos 2002 Turno 1,2002, 1
Amazonas,VOTOS NULOS,65142,Nulos e Brancos 2002 Turno 1,2002, 1
Roraima,VOTOS NULOS,13250,Nulos e Brancos 2002 Turno 1,2002, 1
Pará,VOTOS NULOS,191518,Nulos e Brancos 2002 Turno 1,2002, 1
Amapá,VOTOS NULOS,12552,Nulos e Brancos 2002 Turno 1,2002, 1
Tocantins,VOTOS NULOS,89275,Nulos e Brancos 2002 Turno 1,2002, 1
Maranhão,VOTOS NULOS,426476,Nulos e Brancos 2002 Turno 1,2002, 1
Piauí,VOTOS NULOS,200972,Nulos e Brancos 2002 Turno 1,2002, 1
Ceará,VOTOS NULOS,319650,Nulos e Brancos 2002 Turno 1,2002, 1
R. G. do Norte,VOTOS NULOS,189135,Nulos e Brancos 2002 Turno 1,2002, 1
Paraíba,VOTOS NULOS,242757,Nulos e Brancos 2002 Turno 1,2002, 1
Pernambuco,VOTOS NULOS,454269,Nulos e Brancos 2002 Turno 1,2002, 1
Alagoas,VOTOS NULOS,138013,Nulos e Brancos 2002 Turno 1,2002, 1
Sergipe,VOTOS NULOS,104555,Nulos e Brancos 2002 Turno 1,2002, 1
Bahia,VOTOS NULOS,937516,Nulos e Brancos 2002 Turno 1,2002, 1
Minas Gerais,VOTOS NULOS,731319,Nulos e Brancos 2002 Turno 1,2002, 1
Espírito Santo,VOTOS NULOS,105655,Nulos e Brancos 2002 Turno 1,2002, 1
Rio de Janeiro,VOTOS NULOS,376933,Nulos e Brancos 2002 Turno 1,2002, 1
São Paulo,VOTOS NULOS,1101591,Nulos e Brancos 2002 Turno 1,2002, 1
Paraná,VOTOS NULOS,362091,Nulos e Brancos 2002 Turno 1,2002, 1
Santa Catarina,VOTOS NULOS,183080,Nulos e Brancos 2002 Turno 1,2002, 1
R. G. do Sul,VOTOS NULOS,288294,Nulos e Brancos 2002 Turno 1,2002, 1
M. G. do Sul,VOTOS NULOS,58190,Nulos e Brancos 2002 Turno 1,2002, 1
Mato Grosso,VOTOS NULOS,64966,Nulos e Brancos 2002 Turno 1,2002, 1
Goiás,VOTOS NULOS,189953,Nulos e Brancos 2002 Turno 1,2002, 1
Distrito Federal,VOTOS NULOS,56652,Nulos e Brancos 2002 Turno 1,2002, 1
  ,VOTOS NULOS,NA,Nulos e Brancos 2002 Turno 1,2002, 1
Rondônia,VOTOS NOS CANDIDATOS,628971,Nulos e Brancos 2002 Turno 1,2002, 1
Acre,VOTOS NOS CANDIDATOS,264889,Nulos e Brancos 2002 Turno 1,2002, 1
Amazonas,VOTOS NOS CANDIDATOS,1111042,Nulos e Brancos 2002 Turno 1,2002, 1
Roraima,VOTOS NOS CANDIDATOS,160017,Nulos e Brancos 2002 Turno 1,2002, 1
Pará,VOTOS NOS CANDIDATOS,2532141,Nulos e Brancos 2002 Turno 1,2002, 1
Amapá,VOTOS NOS CANDIDATOS,233273,Nulos e Brancos 2002 Turno 1,2002, 1
Tocantins,VOTOS NOS CANDIDATOS,522667,Nulos e Brancos 2002 Turno 1,2002, 1
Maranhão,VOTOS NOS CANDIDATOS,2062392,Nulos e Brancos 2002 Turno 1,2002, 1
Piauí,VOTOS NOS CANDIDATOS,1315285,Nulos e Brancos 2002 Turno 1,2002, 1
Ceará,VOTOS NOS CANDIDATOS,3438374,Nulos e Brancos 2002 Turno 1,2002, 1
R. G. do Norte,VOTOS NOS CANDIDATOS,1331410,Nulos e Brancos 2002 Turno 1,2002, 1
Paraíba,VOTOS NOS CANDIDATOS,1579200,Nulos e Brancos 2002 Turno 1,2002, 1
Pernambuco,VOTOS NOS CANDIDATOS,3569322,Nulos e Brancos 2002 Turno 1,2002, 1
Alagoas,VOTOS NOS CANDIDATOS,1076186,Nulos e Brancos 2002 Turno 1,2002, 1
Sergipe,VOTOS NOS CANDIDATOS,807631,Nulos e Brancos 2002 Turno 1,2002, 1
Bahia,VOTOS NOS CANDIDATOS,5245047,Nulos e Brancos 2002 Turno 1,2002, 1
Minas Gerais,VOTOS NOS CANDIDATOS,9413131,Nulos e Brancos 2002 Turno 1,2002, 1
Espírito Santo,VOTOS NOS CANDIDATOS,1611996,Nulos e Brancos 2002 Turno 1,2002, 1
Rio de Janeiro,VOTOS NOS CANDIDATOS,8176005,Nulos e Brancos 2002 Turno 1,2002, 1
São Paulo,VOTOS NOS CANDIDATOS,19749403,Nulos e Brancos 2002 Turno 1,2002, 1
Paraná,VOTOS NOS CANDIDATOS,5067229,Nulos e Brancos 2002 Turno 1,2002, 1
Santa Catarina,VOTOS NOS CANDIDATOS,3038457,Nulos e Brancos 2002 Turno 1,2002, 1
R. G. do Sul,VOTOS NOS CANDIDATOS,5903760,Nulos e Brancos 2002 Turno 1,2002, 1
M. G. do Sul,VOTOS NOS CANDIDATOS,1076108,Nulos e Brancos 2002 Turno 1,2002, 1
Mato Grosso,VOTOS NOS CANDIDATOS,1251381,Nulos e Brancos 2002 Turno 1,2002, 1
Goiás,VOTOS NOS CANDIDATOS,2540283,Nulos e Brancos 2002 Turno 1,2002, 1
Distrito Federal,VOTOS NOS CANDIDATOS,1208415,Nulos e Brancos 2002 Turno 1,2002, 1
  ,VOTOS NOS CANDIDATOS,NA,Nulos e Brancos 2002 Turno 1,2002, 1
Rondônia,COMPARECIMENTO,641443,Nulos e Brancos 2002 Turno 2,2002, 2
Acre,COMPARECIMENTO,244236,Nulos e Brancos 2002 Turno 2,2002, 2
Amazonas,COMPARECIMENTO,1071184,Nulos e Brancos 2002 Turno 2,2002, 2
Roraima,COMPARECIMENTO,170766,Nulos e Brancos 2002 Turno 2,2002, 2
Pará,COMPARECIMENTO,2588852,Nulos e Brancos 2002 Turno 2,2002, 2
Amapá,COMPARECIMENTO,237820,Nulos e Brancos 2002 Turno 2,2002, 2
Tocantins,COMPARECIMENTO,559827,Nulos e Brancos 2002 Turno 2,2002, 2
Maranhão,COMPARECIMENTO,2229107,Nulos e Brancos 2002 Turno 2,2002, 2
Piauí,COMPARECIMENTO,1441895,Nulos e Brancos 2002 Turno 2,2002, 2
Ceará,COMPARECIMENTO,3699233,Nulos e Brancos 2002 Turno 2,2002, 2
R. G. do Norte,COMPARECIMENTO,1520599,Nulos e Brancos 2002 Turno 2,2002, 2
Paraíba,COMPARECIMENTO,1894314,Nulos e Brancos 2002 Turno 2,2002, 2
Pernambuco,COMPARECIMENTO,4095848,Nulos e Brancos 2002 Turno 2,2002, 2
Alagoas,COMPARECIMENTO,1161874,Nulos e Brancos 2002 Turno 2,2002, 2
Sergipe,COMPARECIMENTO,945260,Nulos e Brancos 2002 Turno 2,2002, 2
Bahia,COMPARECIMENTO,6041856,Nulos e Brancos 2002 Turno 2,2002, 2
Minas Gerais,COMPARECIMENTO,10205689,Nulos e Brancos 2002 Turno 2,2002, 2
Espírito Santo,COMPARECIMENTO,1671089,Nulos e Brancos 2002 Turno 2,2002, 2
Rio de Janeiro,COMPARECIMENTO,8482533,Nulos e Brancos 2002 Turno 2,2002, 2
São Paulo,COMPARECIMENTO,21493289,Nulos e Brancos 2002 Turno 2,2002, 2
Paraná,COMPARECIMENTO,5428354,Nulos e Brancos 2002 Turno 2,2002, 2
Santa Catarina,COMPARECIMENTO,3238941,Nulos e Brancos 2002 Turno 2,2002, 2
R. G. do Sul,COMPARECIMENTO,6278208,Nulos e Brancos 2002 Turno 2,2002, 2
M. G. do Sul,COMPARECIMENTO,1119145,Nulos e Brancos 2002 Turno 2,2002, 2
Mato Grosso,COMPARECIMENTO,1237037,Nulos e Brancos 2002 Turno 2,2002, 2
Goiás,COMPARECIMENTO,2619102,Nulos e Brancos 2002 Turno 2,2002, 2
Distrito Federal,COMPARECIMENTO,1310715,Nulos e Brancos 2002 Turno 2,2002, 2
Rondônia,ABSTENÇÃO,241102,Nulos e Brancos 2002 Turno 2,2002, 2
Acre,ABSTENÇÃO,125550,Nulos e Brancos 2002 Turno 2,2002, 2
Amazonas,ABSTENÇÃO,453174,Nulos e Brancos 2002 Turno 2,2002, 2
Roraima,ABSTENÇÃO,37758,Nulos e Brancos 2002 Turno 2,2002, 2
Pará,ABSTENÇÃO,980481,Nulos e Brancos 2002 Turno 2,2002, 2
Amapá,ABSTENÇÃO,52281,Nulos e Brancos 2002 Turno 2,2002, 2
Tocantins,ABSTENÇÃO,225570,Nulos e Brancos 2002 Turno 2,2002, 2
Maranhão,ABSTENÇÃO,1162707,Nulos e Brancos 2002 Turno 2,2002, 2
Piauí,ABSTENÇÃO,406397,Nulos e Brancos 2002 Turno 2,2002, 2
Ceará,ABSTENÇÃO,1106026,Nulos e Brancos 2002 Turno 2,2002, 2
R. G. do Norte,ABSTENÇÃO,396783,Nulos e Brancos 2002 Turno 2,2002, 2
Paraíba,ABSTENÇÃO,427754,Nulos e Brancos 2002 Turno 2,2002, 2
Pernambuco,ABSTENÇÃO,1300819,Nulos e Brancos 2002 Turno 2,2002, 2
Alagoas,ABSTENÇÃO,438218,Nulos e Brancos 2002 Turno 2,2002, 2
Sergipe,ABSTENÇÃO,202673,Nulos e Brancos 2002 Turno 2,2002, 2
Bahia,ABSTENÇÃO,2526746,Nulos e Brancos 2002 Turno 2,2002, 2
Minas Gerais,ABSTENÇÃO,2474895,Nulos e Brancos 2002 Turno 2,2002, 2
Espírito Santo,ABSTENÇÃO,475336,Nulos e Brancos 2002 Turno 2,2002, 2
Rio de Janeiro,ABSTENÇÃO,1730985,Nulos e Brancos 2002 Turno 2,2002, 2
São Paulo,ABSTENÇÃO,4162264,Nulos e Brancos 2002 Turno 2,2002, 2
Paraná,ABSTENÇÃO,1235027,Nulos e Brancos 2002 Turno 2,2002, 2
Santa Catarina,ABSTENÇÃO,579033,Nulos e Brancos 2002 Turno 2,2002, 2
R. G. do Sul,ABSTENÇÃO,1073931,Nulos e Brancos 2002 Turno 2,2002, 2
M. G. do Sul,ABSTENÇÃO,292628,Nulos e Brancos 2002 Turno 2,2002, 2
Mato Grosso,ABSTENÇÃO,492985,Nulos e Brancos 2002 Turno 2,2002, 2
Goiás,ABSTENÇÃO,746746,Nulos e Brancos 2002 Turno 2,2002, 2
Distrito Federal,ABSTENÇÃO,207722,Nulos e Brancos 2002 Turno 2,2002, 2
Rondônia,VOTOS EM BRANCO,10830,Nulos e Brancos 2002 Turno 2,2002, 2
Acre,VOTOS EM BRANCO,2523,Nulos e Brancos 2002 Turno 2,2002, 2
Amazonas,VOTOS EM BRANCO,12330,Nulos e Brancos 2002 Turno 2,2002, 2
Roraima,VOTOS EM BRANCO,2564,Nulos e Brancos 2002 Turno 2,2002, 2
Pará,VOTOS EM BRANCO,24766,Nulos e Brancos 2002 Turno 2,2002, 2
Amapá,VOTOS EM BRANCO,2067,Nulos e Brancos 2002 Turno 2,2002, 2
Tocantins,VOTOS EM BRANCO,5999,Nulos e Brancos 2002 Turno 2,2002, 2
Maranhão,VOTOS EM BRANCO,36102,Nulos e Brancos 2002 Turno 2,2002, 2
Piauí,VOTOS EM BRANCO,17814,Nulos e Brancos 2002 Turno 2,2002, 2
Ceará,VOTOS EM BRANCO,75630,Nulos e Brancos 2002 Turno 2,2002, 2
R. G. do Norte,VOTOS EM BRANCO,37591,Nulos e Brancos 2002 Turno 2,2002, 2
Paraíba,VOTOS EM BRANCO,38138,Nulos e Brancos 2002 Turno 2,2002, 2
Pernambuco,VOTOS EM BRANCO,91291,Nulos e Brancos 2002 Turno 2,2002, 2
Alagoas,VOTOS EM BRANCO,20244,Nulos e Brancos 2002 Turno 2,2002, 2
Sergipe,VOTOS EM BRANCO,20240,Nulos e Brancos 2002 Turno 2,2002, 2
Bahia,VOTOS EM BRANCO,94161,Nulos e Brancos 2002 Turno 2,2002, 2
Minas Gerais,VOTOS EM BRANCO,197540,Nulos e Brancos 2002 Turno 2,2002, 2
Espírito Santo,VOTOS EM BRANCO,33220,Nulos e Brancos 2002 Turno 2,2002, 2
Rio de Janeiro,VOTOS EM BRANCO,158230,Nulos e Brancos 2002 Turno 2,2002, 2
São Paulo,VOTOS EM BRANCO,448562,Nulos e Brancos 2002 Turno 2,2002, 2
Paraná,VOTOS EM BRANCO,111205,Nulos e Brancos 2002 Turno 2,2002, 2
Santa Catarina,VOTOS EM BRANCO,59175,Nulos e Brancos 2002 Turno 2,2002, 2
R. G. do Sul,VOTOS EM BRANCO,137931,Nulos e Brancos 2002 Turno 2,2002, 2
M. G. do Sul,VOTOS EM BRANCO,14344,Nulos e Brancos 2002 Turno 2,2002, 2
Mato Grosso,VOTOS EM BRANCO,15390,Nulos e Brancos 2002 Turno 2,2002, 2
Goiás,VOTOS EM BRANCO,40298,Nulos e Brancos 2002 Turno 2,2002, 2
Distrito Federal,VOTOS EM BRANCO,18826,Nulos e Brancos 2002 Turno 2,2002, 2
Rondônia,VOTOS NULOS,29029,Nulos e Brancos 2002 Turno 2,2002, 2
Acre,VOTOS NULOS,7547,Nulos e Brancos 2002 Turno 2,2002, 2
Amazonas,VOTOS NULOS,25645,Nulos e Brancos 2002 Turno 2,2002, 2
Roraima,VOTOS NULOS,9423,Nulos e Brancos 2002 Turno 2,2002, 2
Pará,VOTOS NULOS,61990,Nulos e Brancos 2002 Turno 2,2002, 2
Amapá,VOTOS NULOS,8180,Nulos e Brancos 2002 Turno 2,2002, 2
Tocantins,VOTOS NULOS,20074,Nulos e Brancos 2002 Turno 2,2002, 2
Maranhão,VOTOS NULOS,90308,Nulos e Brancos 2002 Turno 2,2002, 2
Piauí,VOTOS NULOS,65221,Nulos e Brancos 2002 Turno 2,2002, 2
Ceará,VOTOS NULOS,144851,Nulos e Brancos 2002 Turno 2,2002, 2
R. G. do Norte,VOTOS NULOS,149433,Nulos e Brancos 2002 Turno 2,2002, 2
Paraíba,VOTOS NULOS,128746,Nulos e Brancos 2002 Turno 2,2002, 2
Pernambuco,VOTOS NULOS,151752,Nulos e Brancos 2002 Turno 2,2002, 2
Alagoas,VOTOS NULOS,47719,Nulos e Brancos 2002 Turno 2,2002, 2
Sergipe,VOTOS NULOS,71108,Nulos e Brancos 2002 Turno 2,2002, 2
Bahia,VOTOS NULOS,299015,Nulos e Brancos 2002 Turno 2,2002, 2
Minas Gerais,VOTOS NULOS,399499,Nulos e Brancos 2002 Turno 2,2002, 2
Espírito Santo,VOTOS NULOS,47203,Nulos e Brancos 2002 Turno 2,2002, 2
Rio de Janeiro,VOTOS NULOS,323727,Nulos e Brancos 2002 Turno 2,2002, 2
São Paulo,VOTOS NULOS,707258,Nulos e Brancos 2002 Turno 2,2002, 2
Paraná,VOTOS NULOS,370524,Nulos e Brancos 2002 Turno 2,2002, 2
Santa Catarina,VOTOS NULOS,194580,Nulos e Brancos 2002 Turno 2,2002, 2
R. G. do Sul,VOTOS NULOS,234814,Nulos e Brancos 2002 Turno 2,2002, 2
M. G. do Sul,VOTOS NULOS,27666,Nulos e Brancos 2002 Turno 2,2002, 2
Mato Grosso,VOTOS NULOS,29852,Nulos e Brancos 2002 Turno 2,2002, 2
Goiás,VOTOS NULOS,83498,Nulos e Brancos 2002 Turno 2,2002, 2
Distrito Federal,VOTOS NULOS,42696,Nulos e Brancos 2002 Turno 2,2002, 2
Rondônia,VOTOS NOS CANDIDATOS,601330,Nulos e Brancos 2002 Turno 2,2002, 2
Acre,VOTOS NOS CANDIDATOS,234166,Nulos e Brancos 2002 Turno 2,2002, 2
Amazonas,VOTOS NOS CANDIDATOS,1033209,Nulos e Brancos 2002 Turno 2,2002, 2
Roraima,VOTOS NOS CANDIDATOS,158779,Nulos e Brancos 2002 Turno 2,2002, 2
Pará,VOTOS NOS CANDIDATOS,2502096,Nulos e Brancos 2002 Turno 2,2002, 2
Amapá,VOTOS NOS CANDIDATOS,227573,Nulos e Brancos 2002 Turno 2,2002, 2
Tocantins,VOTOS NOS CANDIDATOS,533754,Nulos e Brancos 2002 Turno 2,2002, 2
Maranhão,VOTOS NOS CANDIDATOS,2102439,Nulos e Brancos 2002 Turno 2,2002, 2
Piauí,VOTOS NOS CANDIDATOS,1358860,Nulos e Brancos 2002 Turno 2,2002, 2
Ceará,VOTOS NOS CANDIDATOS,3478752,Nulos e Brancos 2002 Turno 2,2002, 2
R. G. do Norte,VOTOS NOS CANDIDATOS,1333575,Nulos e Brancos 2002 Turno 2,2002, 2
Paraíba,VOTOS NOS CANDIDATOS,1727430,Nulos e Brancos 2002 Turno 2,2002, 2
Pernambuco,VOTOS NOS CANDIDATOS,3852805,Nulos e Brancos 2002 Turno 2,2002, 2
Alagoas,VOTOS NOS CANDIDATOS,1093911,Nulos e Brancos 2002 Turno 2,2002, 2
Sergipe,VOTOS NOS CANDIDATOS,853912,Nulos e Brancos 2002 Turno 2,2002, 2
Bahia,VOTOS NOS CANDIDATOS,5648680,Nulos e Brancos 2002 Turno 2,2002, 2
Minas Gerais,VOTOS NOS CANDIDATOS,9608650,Nulos e Brancos 2002 Turno 2,2002, 2
Espírito Santo,VOTOS NOS CANDIDATOS,1590666,Nulos e Brancos 2002 Turno 2,2002, 2
Rio de Janeiro,VOTOS NOS CANDIDATOS,8000576,Nulos e Brancos 2002 Turno 2,2002, 2
São Paulo,VOTOS NOS CANDIDATOS,20337469,Nulos e Brancos 2002 Turno 2,2002, 2
Paraná,VOTOS NOS CANDIDATOS,4946625,Nulos e Brancos 2002 Turno 2,2002, 2
Santa Catarina,VOTOS NOS CANDIDATOS,2985186,Nulos e Brancos 2002 Turno 2,2002, 2
R. G. do Sul,VOTOS NOS CANDIDATOS,5905463,Nulos e Brancos 2002 Turno 2,2002, 2
M. G. do Sul,VOTOS NOS CANDIDATOS,1077135,Nulos e Brancos 2002 Turno 2,2002, 2
Mato Grosso,VOTOS NOS CANDIDATOS,1191795,Nulos e Brancos 2002 Turno 2,2002, 2
Goiás,VOTOS NOS CANDIDATOS,2495306,Nulos e Brancos 2002 Turno 2,2002, 2
Distrito Federal,VOTOS NOS CANDIDATOS,1249193,Nulos e Brancos 2002 Turno 2,2002, 2
Rondônia,   ELEITORADO,988631,Nulos e Brancos 2006 Turno 1,2006, 1
Acre,   ELEITORADO,412840,Nulos e Brancos 2006 Turno 1,2006, 1
Amazonas,   ELEITORADO,1781316,Nulos e Brancos 2006 Turno 1,2006, 1
Roraima,   ELEITORADO,233596,Nulos e Brancos 2006 Turno 1,2006, 1
Pará,   ELEITORADO,4157735,Nulos e Brancos 2006 Turno 1,2006, 1
Amapá,   ELEITORADO,360614,Nulos e Brancos 2006 Turno 1,2006, 1
Tocantins,   ELEITORADO,882728,Nulos e Brancos 2006 Turno 1,2006, 1
Maranhão,   ELEITORADO,3920608,Nulos e Brancos 2006 Turno 1,2006, 1
Piauí,   ELEITORADO,2073504,Nulos e Brancos 2006 Turno 1,2006, 1
Ceará,   ELEITORADO,5361581,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Norte,   ELEITORADO,2101144,Nulos e Brancos 2006 Turno 1,2006, 1
Paraíba,   ELEITORADO,2573766,Nulos e Brancos 2006 Turno 1,2006, 1
Pernambuco,   ELEITORADO,5834512,Nulos e Brancos 2006 Turno 1,2006, 1
Alagoas,   ELEITORADO,1859487,Nulos e Brancos 2006 Turno 1,2006, 1
Sergipe,   ELEITORADO,1299785,Nulos e Brancos 2006 Turno 1,2006, 1
Bahia,   ELEITORADO,9109353,Nulos e Brancos 2006 Turno 1,2006, 1
Minas Gerais,   ELEITORADO,13679738,Nulos e Brancos 2006 Turno 1,2006, 1
Espirito Santo,   ELEITORADO,2336133,Nulos e Brancos 2006 Turno 1,2006, 1
Rio de Janeiro ,   ELEITORADO,10891293,Nulos e Brancos 2006 Turno 1,2006, 1
São Paulo,   ELEITORADO,28037734,Nulos e Brancos 2006 Turno 1,2006, 1
Paraná,   ELEITORADO,7121257,Nulos e Brancos 2006 Turno 1,2006, 1
Santa Catarina,   ELEITORADO,4168495,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Sul,   ELEITORADO,7750583,Nulos e Brancos 2006 Turno 1,2006, 1
M. G. do Sul,   ELEITORADO,1561181,Nulos e Brancos 2006 Turno 1,2006, 1
Mato Grosso,   ELEITORADO,1940270,Nulos e Brancos 2006 Turno 1,2006, 1
Goiás,   ELEITORADO,3734185,Nulos e Brancos 2006 Turno 1,2006, 1
Distrito Federal,   ELEITORADO,1655050,Nulos e Brancos 2006 Turno 1,2006, 1
Rondônia,COMPARECIMENTO,785916,Nulos e Brancos 2006 Turno 1,2006, 1
Acre,COMPARECIMENTO,334418,Nulos e Brancos 2006 Turno 1,2006, 1
Amazonas,COMPARECIMENTO,1464976,Nulos e Brancos 2006 Turno 1,2006, 1
Roraima,COMPARECIMENTO,199239,Nulos e Brancos 2006 Turno 1,2006, 1
Pará,COMPARECIMENTO,3333677,Nulos e Brancos 2006 Turno 1,2006, 1
Amapá,COMPARECIMENTO,309127,Nulos e Brancos 2006 Turno 1,2006, 1
Tocantins,COMPARECIMENTO,722082,Nulos e Brancos 2006 Turno 1,2006, 1
Maranhão,COMPARECIMENTO,3103527,Nulos e Brancos 2006 Turno 1,2006, 1
Piauí,COMPARECIMENTO,1738648,Nulos e Brancos 2006 Turno 1,2006, 1
Ceará,COMPARECIMENTO,4429568,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Norte,COMPARECIMENTO,1789912,Nulos e Brancos 2006 Turno 1,2006, 1
Paraíba,COMPARECIMENTO,2154153,Nulos e Brancos 2006 Turno 1,2006, 1
Pernambuco,COMPARECIMENTO,4769970,Nulos e Brancos 2006 Turno 1,2006, 1
Alagoas,COMPARECIMENTO,1513750,Nulos e Brancos 2006 Turno 1,2006, 1
Sergipe,COMPARECIMENTO,1111558,Nulos e Brancos 2006 Turno 1,2006, 1
Bahia,COMPARECIMENTO,7225104,Nulos e Brancos 2006 Turno 1,2006, 1
Minas Gerais,COMPARECIMENTO,11232597,Nulos e Brancos 2006 Turno 1,2006, 1
Espirito Santo,COMPARECIMENTO,1942849,Nulos e Brancos 2006 Turno 1,2006, 1
Rio de Janeiro ,COMPARECIMENTO,9255690,Nulos e Brancos 2006 Turno 1,2006, 1
São Paulo,COMPARECIMENTO,23771584,Nulos e Brancos 2006 Turno 1,2006, 1
Paraná,COMPARECIMENTO,5967396,Nulos e Brancos 2006 Turno 1,2006, 1
Santa Catarina,COMPARECIMENTO,3588173,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Sul,COMPARECIMENTO,6676828,Nulos e Brancos 2006 Turno 1,2006, 1
M. G. do Sul,COMPARECIMENTO,1288948,Nulos e Brancos 2006 Turno 1,2006, 1
Mato Grosso,COMPARECIMENTO,1549616,Nulos e Brancos 2006 Turno 1,2006, 1
Goiás,COMPARECIMENTO,3094151,Nulos e Brancos 2006 Turno 1,2006, 1
Distrito Federal,COMPARECIMENTO,1425300,Nulos e Brancos 2006 Turno 1,2006, 1
Rondônia,ABSTENÇÃO,202715,Nulos e Brancos 2006 Turno 1,2006, 1
Acre,ABSTENÇÃO,78422,Nulos e Brancos 2006 Turno 1,2006, 1
Amazonas,ABSTENÇÃO,316270,Nulos e Brancos 2006 Turno 1,2006, 1
Roraima,ABSTENÇÃO,34357,Nulos e Brancos 2006 Turno 1,2006, 1
Pará,ABSTENÇÃO,824058,Nulos e Brancos 2006 Turno 1,2006, 1
Amapá,ABSTENÇÃO,51487,Nulos e Brancos 2006 Turno 1,2006, 1
Tocantins,ABSTENÇÃO,160646,Nulos e Brancos 2006 Turno 1,2006, 1
Maranhão,ABSTENÇÃO,817081,Nulos e Brancos 2006 Turno 1,2006, 1
Piauí,ABSTENÇÃO,334856,Nulos e Brancos 2006 Turno 1,2006, 1
Ceará,ABSTENÇÃO,932013,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Norte,ABSTENÇÃO,311232,Nulos e Brancos 2006 Turno 1,2006, 1
Paraíba,ABSTENÇÃO,419613,Nulos e Brancos 2006 Turno 1,2006, 1
Pernambuco,ABSTENÇÃO,1064542,Nulos e Brancos 2006 Turno 1,2006, 1
Alagoas,ABSTENÇÃO,345737,Nulos e Brancos 2006 Turno 1,2006, 1
Sergipe,ABSTENÇÃO,188227,Nulos e Brancos 2006 Turno 1,2006, 1
Bahia,ABSTENÇÃO,1884249,Nulos e Brancos 2006 Turno 1,2006, 1
