estado,nome,partido,coligacao,votos,porcentagem,cargo,ano,turno
M. G. do Sul,Vasco Neto ,PSN,PSN,1425,0,Presidente,1998,Turno 1
Mato Grosso,Vasco Neto ,PSN,PSN,810,0,Presidente,1998,Turno 1
Goiás,Vasco Neto ,PSN,PSN,2471,0,Presidente,1998,Turno 1
Distrito Federal,Vasco Neto ,PSN,PSN,487,0,Presidente,1998,Turno 1
Rondônia,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,283279,0.33,Presidente,2002,Turno 1
Acre,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,123999,0.15,Presidente,2002,Turno 1
Amazonas,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,530246,0.63,Presidente,2002,Turno 1
Roraima,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,71952,0.08,Presidente,2002,Turno 1
Pará,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,1070416,1.26,Presidente,2002,Turno 1
Amapá,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,116507,0.14,Presidente,2002,Turno 1
Tocantins,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,225291,0.27,Presidente,2002,Turno 1
Maranhão,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,843132,0.99,Presidente,2002,Turno 1
Piauí,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,615576,0.73,Presidente,2002,Turno 1
Ceará,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,1353339,1.6,Presidente,2002,Turno 1
R. G. do Norte,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,581544,0.69,Presidente,2002,Turno 1
Paraíba,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,754329,0.89,Presidente,2002,Turno 1
Pernambuco,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,1657476,1.95,Presidente,2002,Turno 1
Alagoas,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,307751,0.36,Presidente,2002,Turno 1
Sergipe,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,357557,0.42,Presidente,2002,Turno 1
Bahia,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,2899280,3.42,Presidente,2002,Turno 1
Minas Gerais,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,4990085,5.89,Presidente,2002,Turno 1
Espírito Santo,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,717646,0.85,Presidente,2002,Turno 1
Rio de Janeiro,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,3284258,3.87,Presidente,2002,Turno 1
São Paulo,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,9106914,10.74,Presidente,2002,Turno 1
Paraná,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,2540328,3,Presidente,2002,Turno 1
Santa Catarina,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,1719739,2.03,Presidente,2002,Turno 1
R. G. do Sul,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,2667451,3.15,Presidente,2002,Turno 1
M. G. do Sul,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,446438,0.53,Presidente,2002,Turno 1
Mato Grosso,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,509151,0.6,Presidente,2002,Turno 1
Goiás,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,1069398,1.26,Presidente,2002,Turno 1
Distrito Federal,Luiz Inácio Lula da Silva ,PT,PT PCB PL PMN PCdoB,592977,0.7,Presidente,2002,Turno 1
Acre,José Serra ,PSDB,PSDB PMDB,50250,0.06,Presidente,2002,Turno 1
Amazonas,José Serra ,PSDB,PSDB PMDB,166145,0.2,Presidente,2002,Turno 1
Roraima,José Serra ,PSDB,PSDB PMDB,19195,0.02,Presidente,2002,Turno 1
Pará,José Serra ,PSDB,PSDB PMDB,673488,0.79,Presidente,2002,Turno 1
Amapá,José Serra ,PSDB,PSDB PMDB,20537,0.02,Presidente,2002,Turno 1
Tocantins,José Serra ,PSDB,PSDB PMDB,177547,0.21,Presidente,2002,Turno 1
Maranhão,José Serra ,PSDB,PSDB PMDB,248621,0.29,Presidente,2002,Turno 1
Piauí,José Serra ,PSDB,PSDB PMDB,358229,0.42,Presidente,2002,Turno 1
Ceará,José Serra ,PSDB,PSDB PMDB,293425,0.35,Presidente,2002,Turno 1
R. G. do Norte,José Serra ,PSDB,PSDB PMDB,296856,0.35,Presidente,2002,Turno 1
Paraíba,José Serra ,PSDB,PSDB PMDB,466346,0.55,Presidente,2002,Turno 1
Pernambuco,José Serra ,PSDB,PSDB PMDB,1015496,1.2,Presidente,2002,Turno 1
Alagoas,José Serra ,PSDB,PSDB PMDB,314739,0.37,Presidente,2002,Turno 1
Sergipe,José Serra ,PSDB,PSDB PMDB,160348,0.19,Presidente,2002,Turno 1
Bahia,José Serra ,PSDB,PSDB PMDB,884291,1.04,Presidente,2002,Turno 1
Minas Gerais,José Serra ,PSDB,PSDB PMDB,2151597,2.54,Presidente,2002,Turno 1
Espírito Santo,José Serra ,PSDB,PSDB PMDB,334697,0.39,Presidente,2002,Turno 1
Rio de Janeiro,José Serra ,PSDB,PSDB PMDB,721081,0.85,Presidente,2002,Turno 1
São Paulo,José Serra ,PSDB,PSDB PMDB,5633365,6.64,Presidente,2002,Turno 1
Paraná,José Serra ,PSDB,PSDB PMDB,1367384,1.61,Presidente,2002,Turno 1
Santa Catarina,José Serra ,PSDB,PSDB PMDB,707239,0.83,Presidente,2002,Turno 1
R. G. do Sul,José Serra ,PSDB,PSDB PMDB,1913186,2.26,Presidente,2002,Turno 1
M. G. do Sul,José Serra ,PSDB,PSDB PMDB,308905,0.36,Presidente,2002,Turno 1
Mato Grosso,José Serra ,PSDB,PSDB PMDB,372068,0.44,Presidente,2002,Turno 1
Goiás,José Serra ,PSDB,PSDB PMDB,709025,0.84,Presidente,2002,Turno 1
Distrito Federal,José Serra ,PSDB,PSDB PMDB,202410,0.24,Presidente,2002,Turno 1
Rondônia,Anthony Garotinho ,PSB,PSB PGT PTC,154074,0.18,Presidente,2002,Turno 1
Acre,Anthony Garotinho ,PSB,PSB PGT PTC,46229,0.05,Presidente,2002,Turno 1
Amazonas,Anthony Garotinho ,PSB,PSB PGT PTC,249007,0.29,Presidente,2002,Turno 1
Roraima,Anthony Garotinho ,PSB,PSB PGT PTC,39974,0.05,Presidente,2002,Turno 1
Pará,Anthony Garotinho ,PSB,PSB PGT PTC,510470,0.6,Presidente,2002,Turno 1
Amapá,Anthony Garotinho ,PSB,PSB PGT PTC,61026,0.07,Presidente,2002,Turno 1
Tocantins,Anthony Garotinho ,PSB,PSB PGT PTC,72256,0.09,Presidente,2002,Turno 1
Maranhão,Anthony Garotinho ,PSB,PSB PGT PTC,508006,0.6,Presidente,2002,Turno 1
Piauí,Anthony Garotinho ,PSB,PSB PGT PTC,141574,0.17,Presidente,2002,Turno 1
Ceará,Anthony Garotinho ,PSB,PSB PGT PTC,256879,0.3,Presidente,2002,Turno 1
R. G. do Norte,Anthony Garotinho ,PSB,PSB PGT PTC,229896,0.27,Presidente,2002,Turno 1
Paraíba,Anthony Garotinho ,PSB,PSB PGT PTC,215207,0.25,Presidente,2002,Turno 1
Pernambuco,Anthony Garotinho ,PSB,PSB PGT PTC,651445,0.77,Presidente,2002,Turno 1
Alagoas,Anthony Garotinho ,PSB,PSB PGT PTC,281015,0.33,Presidente,2002,Turno 1
Sergipe,Anthony Garotinho ,PSB,PSB PGT PTC,151155,0.18,Presidente,2002,Turno 1
Bahia,Anthony Garotinho ,PSB,PSB PGT PTC,703738,0.83,Presidente,2002,Turno 1
Minas Gerais,Anthony Garotinho ,PSB,PSB PGT PTC,1359073,1.6,Presidente,2002,Turno 1
Espírito Santo,Anthony Garotinho ,PSB,PSB PGT PTC,436028,0.51,Presidente,2002,Turno 1
Rio de Janeiro,Anthony Garotinho ,PSB,PSB PGT PTC,3449001,4.07,Presidente,2002,Turno 1
São Paulo,Anthony Garotinho ,PSB,PSB PGT PTC,2781712,3.28,Presidente,2002,Turno 1
Paraná,Anthony Garotinho ,PSB,PSB PGT PTC,722438,0.85,Presidente,2002,Turno 1
Santa Catarina,Anthony Garotinho ,PSB,PSB PGT PTC,373683,0.44,Presidente,2002,Turno 1
R. G. do Sul,Anthony Garotinho ,PSB,PSB PGT PTC,709904,0.84,Presidente,2002,Turno 1
M. G. do Sul,Anthony Garotinho ,PSB,PSB PGT PTC,170957,0.2,Presidente,2002,Turno 1
Mato Grosso,Anthony Garotinho ,PSB,PSB PGT PTC,187598,0.22,Presidente,2002,Turno 1
Goiás,Anthony Garotinho ,PSB,PSB PGT PTC,493038,0.58,Presidente,2002,Turno 1
Distrito Federal,Anthony Garotinho ,PSB,PSB PGT PTC,220989,0.26,Presidente,2002,Turno 1
Rondônia,Ciro Gomes ,PPS,PPS PDT PTB,60663,0.07,Presidente,2002,Turno 1
Acre,Ciro Gomes ,PPS,PPS PDT PTB,43995,0.05,Presidente,2002,Turno 1
Amazonas,Ciro Gomes ,PPS,PPS PDT PTB,160132,0.19,Presidente,2002,Turno 1
Roraima,Ciro Gomes ,PPS,PPS PDT PTB,28063,0.03,Presidente,2002,Turno 1
Pará,Ciro Gomes ,PPS,PPS PDT PTB,269687,0.32,Presidente,2002,Turno 1
Amapá,Ciro Gomes ,PPS,PPS PDT PTB,34007,0.04,Presidente,2002,Turno 1
Tocantins,Ciro Gomes ,PPS,PPS PDT PTB,46562,0.05,Presidente,2002,Turno 1
Maranhão,Ciro Gomes ,PPS,PPS PDT PTB,455860,0.54,Presidente,2002,Turno 1
Piauí,Ciro Gomes ,PPS,PPS PDT PTB,195854,0.23,Presidente,2002,Turno 1
Ceará,Ciro Gomes ,PPS,PPS PDT PTB,1529623,1.8,Presidente,2002,Turno 1
R. G. do Norte,Ciro Gomes ,PPS,PPS PDT PTB,218880,0.26,Presidente,2002,Turno 1
Paraíba,Ciro Gomes ,PPS,PPS PDT PTB,138789,0.16,Presidente,2002,Turno 1
Pernambuco,Ciro Gomes ,PPS,PPS PDT PTB,235145,0.28,Presidente,2002,Turno 1
Alagoas,Ciro Gomes ,PPS,PPS PDT PTB,168925,0.2,Presidente,2002,Turno 1
Sergipe,Ciro Gomes ,PPS,PPS PDT PTB,133887,0.16,Presidente,2002,Turno 1
Bahia,Ciro Gomes ,PPS,PPS PDT PTB,738949,0.87,Presidente,2002,Turno 1
Minas Gerais,Ciro Gomes ,PPS,PPS PDT PTB,862231,1.02,Presidente,2002,Turno 1
Espírito Santo,Ciro Gomes ,PPS,PPS PDT PTB,114308,0.13,Presidente,2002,Turno 1
Rio de Janeiro,Ciro Gomes ,PPS,PPS PDT PTB,657725,0.78,Presidente,2002,Turno 1
São Paulo,Ciro Gomes ,PPS,PPS PDT PTB,2087617,2.46,Presidente,2002,Turno 1
Paraná,Ciro Gomes ,PPS,PPS PDT PTB,409135,0.48,Presidente,2002,Turno 1
Santa Catarina,Ciro Gomes ,PPS,PPS PDT PTB,217695,0.26,Presidente,2002,Turno 1
R. G. do Sul,Ciro Gomes ,PPS,PPS PDT PTB,588560,0.69,Presidente,2002,Turno 1
M. G. do Sul,Ciro Gomes ,PPS,PPS PDT PTB,145271,0.17,Presidente,2002,Turno 1
Mato Grosso,Ciro Gomes ,PPS,PPS PDT PTB,181028,0.21,Presidente,2002,Turno 1
Goiás,Ciro Gomes ,PPS,PPS PDT PTB,259088,0.31,Presidente,2002,Turno 1
Distrito Federal,Ciro Gomes ,PPS,PPS PDT PTB,184558,0.22,Presidente,2002,Turno 1
Rondônia,José Maria ,PSTU,PSTU,2785,0,Presidente,2002,Turno 1
Acre,José Maria ,PSTU,PSTU,366,0,Presidente,2002,Turno 1
Amazonas,José Maria ,PSTU,PSTU,5216,0.01,Presidente,2002,Turno 1
Roraima,José Maria ,PSTU,PSTU,693,0,Presidente,2002,Turno 1
Pará,José Maria ,PSTU,PSTU,7584,0.01,Presidente,2002,Turno 1
Amapá,José Maria ,PSTU,PSTU,1134,0,Presidente,2002,Turno 1
Tocantins,José Maria ,PSTU,PSTU,881,0,Presidente,2002,Turno 1
Maranhão,José Maria ,PSTU,PSTU,5985,0.01,Presidente,2002,Turno 1
Piauí,José Maria ,PSTU,PSTU,1935,0,Presidente,2002,Turno 1
Ceará,José Maria ,PSTU,PSTU,4456,0.01,Presidente,2002,Turno 1
R. G. do Norte,José Maria ,PSTU,PSTU,3720,0,Presidente,2002,Turno 1
Paraíba,José Maria ,PSTU,PSTU,3863,0,Presidente,2002,Turno 1
Pernambuco,José Maria ,PSTU,PSTU,8838,0.01,Presidente,2002,Turno 1
Alagoas,José Maria ,PSTU,PSTU,3329,0,Presidente,2002,Turno 1
Sergipe,José Maria ,PSTU,PSTU,4324,0.01,Presidente,2002,Turno 1
Bahia,José Maria ,PSTU,PSTU,15847,0.02,Presidente,2002,Turno 1
Minas Gerais,José Maria ,PSTU,PSTU,43881,0.05,Presidente,2002,Turno 1
Espírito Santo,José Maria ,PSTU,PSTU,8140,0.01,Presidente,2002,Turno 1
Rio de Janeiro,José Maria ,PSTU,PSTU,59244,0.07,Presidente,2002,Turno 1
São Paulo,José Maria ,PSTU,PSTU,130981,0.15,Presidente,2002,Turno 1
Paraná,José Maria ,PSTU,PSTU,25900,0.03,Presidente,2002,Turno 1
Santa Catarina,José Maria ,PSTU,PSTU,18678,0.02,Presidente,2002,Turno 1
R. G. do Sul,José Maria ,PSTU,PSTU,21930,0.03,Presidente,2002,Turno 1
M. G. do Sul,José Maria ,PSTU,PSTU,4144,0,Presidente,2002,Turno 1
Mato Grosso,José Maria ,PSTU,PSTU,2585,0,Presidente,2002,Turno 1
Goiás,José Maria ,PSTU,PSTU,8907,0.01,Presidente,2002,Turno 1
Distrito Federal,José Maria ,PSTU,PSTU,6684,0.01,Presidente,2002,Turno 1
Rondônia,Rui Pimenta ,PCO,PCO,170,0,Presidente,2002,Turno 1
Acre,Rui Pimenta ,PCO,PCO,50,0,Presidente,2002,Turno 1
Amazonas,Rui Pimenta ,PCO,PCO,296,0,Presidente,2002,Turno 1
Roraima,Rui Pimenta ,PCO,PCO,140,0,Presidente,2002,Turno 1
Pará,Rui Pimenta ,PCO,PCO,496,0,Presidente,2002,Turno 1
Amapá,Rui Pimenta ,PCO,PCO,62,0,Presidente,2002,Turno 1
Tocantins,Rui Pimenta ,PCO,PCO,130,0,Presidente,2002,Turno 1
Maranhão,Rui Pimenta ,PCO,PCO,788,0,Presidente,2002,Turno 1
Piauí,Rui Pimenta ,PCO,PCO,423,0,Presidente,2002,Turno 1
Ceará,Rui Pimenta ,PCO,PCO,652,0,Presidente,2002,Turno 1
R. G. do Norte,Rui Pimenta ,PCO,PCO,514,0,Presidente,2002,Turno 1
Paraíba,Rui Pimenta ,PCO,PCO,666,0,Presidente,2002,Turno 1
Pernambuco,Rui Pimenta ,PCO,PCO,922,0,Presidente,2002,Turno 1
Alagoas,Rui Pimenta ,PCO,PCO,427,0,Presidente,2002,Turno 1
Sergipe,Rui Pimenta ,PCO,PCO,360,0,Presidente,2002,Turno 1
Bahia,Rui Pimenta ,PCO,PCO,2942,0,Presidente,2002,Turno 1
Minas Gerais,Rui Pimenta ,PCO,PCO,6264,0.01,Presidente,2002,Turno 1
Espírito Santo,Rui Pimenta ,PCO,PCO,1177,0,Presidente,2002,Turno 1
Rio de Janeiro,Rui Pimenta ,PCO,PCO,4696,0.01,Presidente,2002,Turno 1
São Paulo,Rui Pimenta ,PCO,PCO,8814,0.01,Presidente,2002,Turno 1
Paraná,Rui Pimenta ,PCO,PCO,2044,0,Presidente,2002,Turno 1
Santa Catarina,Rui Pimenta ,PCO,PCO,1423,0,Presidente,2002,Turno 1
R. G. do Sul,Rui Pimenta ,PCO,PCO,2729,0,Presidente,2002,Turno 1
M. G. do Sul,Rui Pimenta ,PCO,PCO,393,0,Presidente,2002,Turno 1
Mato Grosso,Rui Pimenta ,PCO,PCO,314,0,Presidente,2002,Turno 1
Goiás,Rui Pimenta ,PCO,PCO,827,0,Presidente,2002,Turno 1
Distrito Federal,Rui Pimenta ,PCO,PCO,797,0,Presidente,2002,Turno 1
Rondônia,Lula,PT,PT,334264,0.39,Presidente,2002,Turno 2
Acre,Lula,PT,PT,140363,0.16,Presidente,2002,Turno 2
Amazonas,Lula,PT,PT,722034,0.84,Presidente,2002,Turno 2
Roraima,Lula,PT,PT,104087,0.12,Presidente,2002,Turno 2
Pará,Lula,PT,PT,1317472,1.53,Presidente,2002,Turno 2
Amapá,Lula,PT,PT,171850,0.2,Presidente,2002,Turno 2
Tocantins,Lula,PT,PT,288405,0.33,Presidente,2002,Turno 2
Maranhão,Lula,PT,PT,1229559,1.43,Presidente,2002,Turno 2
Piauí,Lula,PT,PT,824412,0.96,Presidente,2002,Turno 2
Ceará,Lula,PT,PT,2497143,2.9,Presidente,2002,Turno 2
R. G. do Norte,Lula,PT,PT,781947,0.91,Presidente,2002,Turno 2
Paraíba,Lula,PT,PT,984944,1.14,Presidente,2002,Turno 2
Pernambuco,Lula,PT,PT,2198673,2.55,Presidente,2002,Turno 2
Alagoas,Lula,PT,PT,477009,0.55,Presidente,2002,Turno 2
Sergipe,Lula,PT,PT,490989,0.57,Presidente,2002,Turno 2
Bahia,Lula,PT,PT,3710900,4.31,Presidente,2002,Turno 2
Minas Gerais,Lula,PT,PT,6384690,7.41,Presidente,2002,Turno 2
Espírito Santo,Lula,PT,PT,944172,1.1,Presidente,2002,Turno 2
Rio de Janeiro,Lula,PT,PT,6318104,7.34,Presidente,2002,Turno 2
São Paulo,Lula,PT,PT,11264282,13.08,Presidente,2002,Turno 2
Paraná,Lula,PT,PT,2929427,3.4,Presidente,2002,Turno 2
Santa Catarina,Lula,PT,PT,1914684,2.22,Presidente,2002,Turno 2
R. G. do Sul,Lula,PT,PT,3297354,3.83,Presidente,2002,Turno 2
M. G. do Sul,Lula,PT,PT,593939,0.69,Presidente,2002,Turno 2
Mato Grosso,Lula,PT,PT,649100,0.75,Presidente,2002,Turno 2
Goiás,Lula,PT,PT,1424236,1.65,Presidente,2002,Turno 2
Distrito Federal,Lula,PT,PT,777708,0.9,Presidente,2002,Turno 2
Rondônia,José Serra ,PSDB,PSDB,267320,0.31,Presidente,2002,Turno 2
Acre,José Serra ,PSDB,PSDB,93803,0.11,Presidente,2002,Turno 2
Amazonas,José Serra ,PSDB,PSDB,311175,0.36,Presidente,2002,Turno 2
Roraima,José Serra ,PSDB,PSDB,54692,0.06,Presidente,2002,Turno 2
Pará,José Serra ,PSDB,PSDB,1184624,1.38,Presidente,2002,Turno 2
Amapá,José Serra ,PSDB,PSDB,55723,0.06,Presidente,2002,Turno 2
Tocantins,José Serra ,PSDB,PSDB,245349,0.28,Presidente,2002,Turno 2
Maranhão,José Serra ,PSDB,PSDB,872880,1.01,Presidente,2002,Turno 2
Piauí,José Serra ,PSDB,PSDB,532715,0.62,Presidente,2002,Turno 2
Ceará,José Serra ,PSDB,PSDB,981609,1.14,Presidente,2002,Turno 2
R. G. do Norte,José Serra ,PSDB,PSDB,551628,0.64,Presidente,2002,Turno 2
Paraíba,José Serra ,PSDB,PSDB,742486,0.86,Presidente,2002,Turno 2
Pernambuco,José Serra ,PSDB,PSDB,1654132,1.92,Presidente,2002,Turno 2
Alagoas,José Serra ,PSDB,PSDB,616902,0.72,Presidente,2002,Turno 2
Sergipe,José Serra ,PSDB,PSDB,362923,0.42,Presidente,2002,Turno 2
Bahia,José Serra ,PSDB,PSDB,1937780,2.25,Presidente,2002,Turno 2
Minas Gerais,José Serra ,PSDB,PSDB,3223960,3.74,Presidente,2002,Turno 2
Espírito Santo,José Serra ,PSDB,PSDB,646494,0.75,Presidente,2002,Turno 2
Rio de Janeiro,José Serra ,PSDB,PSDB,1682472,1.95,Presidente,2002,Turno 2
São Paulo,José Serra ,PSDB,PSDB,9073187,10.53,Presidente,2002,Turno 2
Paraná,José Serra ,PSDB,PSDB,2017198,2.34,Presidente,2002,Turno 2
Santa Catarina,José Serra ,PSDB,PSDB,1070502,1.24,Presidente,2002,Turno 2
R. G. do Sul,José Serra ,PSDB,PSDB,2608109,3.03,Presidente,2002,Turno 2
M. G. do Sul,José Serra ,PSDB,PSDB,483196,0.56,Presidente,2002,Turno 2
Mato Grosso,José Serra ,PSDB,PSDB,542695,0.63,Presidente,2002,Turno 2
Goiás,José Serra ,PSDB,PSDB,1071070,1.24,Presidente,2002,Turno 2
Distrito Federal,José Serra ,PSDB,PSDB,471485,0.55,Presidente,2002,Turno 2
Rondônia, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,329598,0.34,Presidente,2006,Turno 1
Acre, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,133221,0.14,Presidente,2006,Turno 1
Amazonas, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,1070656,1.12,Presidente,2006,Turno 1
Roraima, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,49433,0.05,Presidente,2006,Turno 1
Pará, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,1631569,1.7,Presidente,2006,Turno 1
Amapá, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,160675,0.17,Presidente,2006,Turno 1
Tocantins, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,392151,0.41,Presidente,2006,Turno 1
Maranhão, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,2128103,2.22,Presidente,2006,Turno 1
Piauí, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,1055600,1.1,Presidente,2006,Turno 1
Ceará, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,2852895,2.97,Presidente,2006,Turno 1
R. G. do Norte, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,952796,0.99,Presidente,2006,Turno 1
Paraíba, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,1258341,1.31,Presidente,2006,Turno 1
Pernambuco, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,2993618,3.12,Presidente,2006,Turno 1
Alagoas, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,625162,0.65,Presidente,2006,Turno 1
Sergipe, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,476399,0.5,Presidente,2006,Turno 1
Bahia, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,4293200,4.47,Presidente,2006,Turno 1
Minas Gerais, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,5192439,5.41,Presidente,2006,Turno 1
Espirito Santo, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,953609,0.99,Presidente,2006,Turno 1
Rio de Janeiro , Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,4092648,4.26,Presidente,2006,Turno 1
São Paulo, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,8091867,8.43,Presidente,2006,Turno 1
Paraná, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,2111589,2.2,Presidente,2006,Turno 1
Santa Catarina, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,1108851,1.16,Presidente,2006,Turno 1
R. G. do Sul, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,2052656,2.14,Presidente,2006,Turno 1
Mato Grosso, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,557244,0.58,Presidente,2006,Turno 1
Mato Grosso do Sul, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,439965,0.46,Presidente,2006,Turno 1
Goiás, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,1143122,1.19,Presidente,2006,Turno 1
Distrito Federal, Luiz Inácio Lula da Silva ,PT,PT PRB PCdoB,499407,0.52,Presidente,2006,Turno 1
Rondônia,Geraldo Alckmin ,PSDB,PSDB PFL,344096,0.36,Presidente,2006,Turno 1
Acre,Geraldo Alckmin ,PSDB,PSDB PFL,161889,0.17,Presidente,2006,Turno 1
Amazonas,Geraldo Alckmin ,PSDB,PSDB PFL,170785,0.18,Presidente,2006,Turno 1
Roraima,Geraldo Alckmin ,PSDB,PSDB PFL,112908,0.12,Presidente,2006,Turno 1
Pará,Geraldo Alckmin ,PSDB,PSDB PFL,1310437,1.37,Presidente,2006,Turno 1
Amapá,Geraldo Alckmin ,PSDB,PSDB PFL,95070,0.1,Presidente,2006,Turno 1
Tocantins,Geraldo Alckmin ,PSDB,PSDB PFL,249544,0.26,Presidente,2006,Turno 1
Maranhão,Geraldo Alckmin ,PSDB,PSDB PFL,530164,0.55,Presidente,2006,Turno 1
Piauí,Geraldo Alckmin ,PSDB,PSDB PFL,440063,0.46,Presidente,2006,Turno 1
Ceará,Geraldo Alckmin ,PSDB,PSDB PFL,912726,0.95,Presidente,2006,Turno 1
R. G. do Norte,Geraldo Alckmin ,PSDB,PSDB PFL,499934,0.52,Presidente,2006,Turno 1
Paraíba,Geraldo Alckmin ,PSDB,PSDB PFL,537042,0.56,Presidente,2006,Turno 1
Pernambuco,Geraldo Alckmin ,PSDB,PSDB PFL,964730,1.01,Presidente,2006,Turno 1
Alagoas,Geraldo Alckmin ,PSDB,PSDB PFL,506722,0.53,Presidente,2006,Turno 1
Sergipe,Geraldo Alckmin ,PSDB,PSDB PFL,446454,0.47,Presidente,2006,Turno 1
Bahia,Geraldo Alckmin ,PSDB,PSDB PFL,1676484,1.75,Presidente,2006,Turno 1
Minas Gerais,Geraldo Alckmin ,PSDB,PSDB PFL,4151507,4.33,Presidente,2006,Turno 1
Espirito Santo,Geraldo Alckmin ,PSDB,PSDB PFL,668792,0.7,Presidente,2006,Turno 1
Rio de Janeiro ,Geraldo Alckmin ,PSDB,PSDB PFL,2402076,2.5,Presidente,2006,Turno 1
São Paulo,Geraldo Alckmin ,PSDB,PSDB PFL,11927802,12.43,Presidente,2006,Turno 1
Paraná,Geraldo Alckmin ,PSDB,PSDB PFL,2953572,3.08,Presidente,2006,Turno 1
Santa Catarina,Geraldo Alckmin ,PSDB,PSDB PFL,1889277,1.97,Presidente,2006,Turno 1
R. G. do Sul,Geraldo Alckmin ,PSDB,PSDB PFL,3460730,3.61,Presidente,2006,Turno 1
Mato Grosso,Geraldo Alckmin ,PSDB,PSDB PFL,790320,0.82,Presidente,2006,Turno 1
Mato Grosso do Sul,Geraldo Alckmin ,PSDB,PSDB PFL,687583,0.72,Presidente,2006,Turno 1
Goiás,Geraldo Alckmin ,PSDB,PSDB PFL,1465628,1.53,Presidente,2006,Turno 1
Distrito Federal,Geraldo Alckmin ,PSDB,PSDB PFL,594521,0.62,Presidente,2006,Turno 1
Rondônia,Heloísa Helena ,PSOL,PSOL PSTU,40753,0.04,Presidente,2006,Turno 1
Acre,Heloísa Helena ,PSOL,PSOL PSTU,13082,0.01,Presidente,2006,Turno 1
Amazonas,Heloísa Helena ,PSOL,PSOL PSTU,90479,0.09,Presidente,2006,Turno 1
Roraima,Heloísa Helena ,PSOL,PSOL PSTU,22034,0.02,Presidente,2006,Turno 1
Pará,Heloísa Helena ,PSOL,PSOL PSTU,149278,0.16,Presidente,2006,Turno 1
Amapá,Heloísa Helena ,PSOL,PSOL PSTU,29711,0.03,Presidente,2006,Turno 1
Tocantins,Heloísa Helena ,PSOL,PSOL PSTU,15989,0.02,Presidente,2006,Turno 1
Maranhão,Heloísa Helena ,PSOL,PSOL PSTU,80749,0.08,Presidente,2006,Turno 1
Piauí,Heloísa Helena ,PSOL,PSOL PSTU,38867,0.04,Presidente,2006,Turno 1
