estado,partido,votos,eleicao,ano
Acre,PSTU,NA,Camara dos Deputados 2010,2010
Amazonas,PSTU,1374,Camara dos Deputados 2010,2010
Roraima,PSTU,NA,Camara dos Deputados 2010,2010
Pará,PSTU,2592,Camara dos Deputados 2010,2010
Amapá,PSTU,619,Camara dos Deputados 2010,2010
Tocantins,PSTU,NA,Camara dos Deputados 2010,2010
Maranhão,PSTU,6764,Camara dos Deputados 2010,2010
Piauí,PSTU,2175,Camara dos Deputados 2010,2010
Ceará,PSTU,5809,Camara dos Deputados 2010,2010
R. G. do Norte,PSTU,693,Camara dos Deputados 2010,2010
Paraíba,PSTU,2438,Camara dos Deputados 2010,2010
Pernambuco,PSTU,3082,Camara dos Deputados 2010,2010
Alagoas,PSTU,NA,Camara dos Deputados 2010,2010
Sergipe,PSTU,4781,Camara dos Deputados 2010,2010
Bahia,PSTU,3646,Camara dos Deputados 2010,2010
Minas Gerais,PSTU,8582,Camara dos Deputados 2010,2010
Espirito Santo,PSTU,NA,Camara dos Deputados 2010,2010
Rio de Janeiro ,PSTU,13345,Camara dos Deputados 2010,2010
São Paulo,PSTU,23036,Camara dos Deputados 2010,2010
Paraná,PSTU,7092,Camara dos Deputados 2010,2010
Santa Catarina,PSTU,4218,Camara dos Deputados 2010,2010
R. G. do Sul,PSTU,8579,Camara dos Deputados 2010,2010
M. G. do Sul,PSTU,NA,Camara dos Deputados 2010,2010
Mato Grosso,PSTU,NA,Camara dos Deputados 2010,2010
Goiás,PSTU,1941,Camara dos Deputados 2010,2010
Distrito Federal,PSTU,1354,Camara dos Deputados 2010,2010
Rondônia,PCB,NA,Camara dos Deputados 2010,2010
Acre,PCB,NA,Camara dos Deputados 2010,2010
Amazonas,PCB,1313,Camara dos Deputados 2010,2010
Roraima,PCB,NA,Camara dos Deputados 2010,2010
Pará,PCB,NA,Camara dos Deputados 2010,2010
Amapá,PCB,7594,Camara dos Deputados 2010,2010
Tocantins,PCB,NA,Camara dos Deputados 2010,2010
Maranhão,PCB,6537,Camara dos Deputados 2010,2010
Piauí,PCB,NA,Camara dos Deputados 2010,2010
Ceará,PCB,1973,Camara dos Deputados 2010,2010
R. G. do Norte,PCB,3505,Camara dos Deputados 2010,2010
Paraíba,PCB,2752,Camara dos Deputados 2010,2010
Pernambuco,PCB,3432,Camara dos Deputados 2010,2010
Alagoas,PCB,749,Camara dos Deputados 2010,2010
Sergipe,PCB,2269,Camara dos Deputados 2010,2010
Bahia,PCB,NA,Camara dos Deputados 2010,2010
Minas Gerais,PCB,6632,Camara dos Deputados 2010,2010
Espirito Santo,PCB,NA,Camara dos Deputados 2010,2010
Rio de Janeiro ,PCB,6400,Camara dos Deputados 2010,2010
São Paulo,PCB,7773,Camara dos Deputados 2010,2010
Paraná,PCB,3059,Camara dos Deputados 2010,2010
Santa Catarina,PCB,1169,Camara dos Deputados 2010,2010
R. G. do Sul,PCB,1957,Camara dos Deputados 2010,2010
M. G. do Sul,PCB,NA,Camara dos Deputados 2010,2010
Mato Grosso,PCB,NA,Camara dos Deputados 2010,2010
Goiás,PCB,NA,Camara dos Deputados 2010,2010
Distrito Federal,PCB,449,Camara dos Deputados 2010,2010
Rondônia,PCO,NA,Camara dos Deputados 2010,2010
Acre,PCO,NA,Camara dos Deputados 2010,2010
Amazonas,PCO,NA,Camara dos Deputados 2010,2010
Roraima,PCO,NA,Camara dos Deputados 2010,2010
Pará,PCO,NA,Camara dos Deputados 2010,2010
Amapá,PCO,NA,Camara dos Deputados 2010,2010
Tocantins,PCO,NA,Camara dos Deputados 2010,2010
Maranhão,PCO,NA,Camara dos Deputados 2010,2010
Piauí,PCO,NA,Camara dos Deputados 2010,2010
Ceará,PCO,NA,Camara dos Deputados 2010,2010
R. G. do Norte,PCO,NA,Camara dos Deputados 2010,2010
Paraíba,PCO,882,Camara dos Deputados 2010,2010
Pernambuco,PCO,NA,Camara dos Deputados 2010,2010
Alagoas,PCO,NA,Camara dos Deputados 2010,2010
Sergipe,PCO,NA,Camara dos Deputados 2010,2010
Bahia,PCO,NA,Camara dos Deputados 2010,2010
Minas Gerais,PCO,1478,Camara dos Deputados 2010,2010
Espirito Santo,PCO,NA,Camara dos Deputados 2010,2010
Rio de Janeiro ,PCO,NA,Camara dos Deputados 2010,2010
São Paulo,PCO,4108,Camara dos Deputados 2010,2010
Paraná,PCO,NA,Camara dos Deputados 2010,2010
Santa Catarina,PCO,NA,Camara dos Deputados 2010,2010
R. G. do Sul,PCO,NA,Camara dos Deputados 2010,2010
M. G. do Sul,PCO,NA,Camara dos Deputados 2010,2010
Mato Grosso,PCO,NA,Camara dos Deputados 2010,2010
Goiás,PCO,NA,Camara dos Deputados 2010,2010
Distrito Federal,PCO,192,Camara dos Deputados 2010,2010
Rondônia,PT,90970,Camara dos Deputados 2014,2014
Acre,PT,97639,Camara dos Deputados 2014,2014
Amazonas,PT,78725,Camara dos Deputados 2014,2014
Roraima,PT,10668,Camara dos Deputados 2014,2014
Pará,PT,589532,Camara dos Deputados 2014,2014
Amapá,PT,41218,Camara dos Deputados 2014,2014
Tocantins,PT,18278,Camara dos Deputados 2014,2014
Maranhão,PT,181248,Camara dos Deputados 2014,2014
Piauí,PT,321864,Camara dos Deputados 2014,2014
Ceará,PT,703532,Camara dos Deputados 2014,2014
R. G. do Norte,PT,136613,Camara dos Deputados 2014,2014
Paraíba,PT,132973,Camara dos Deputados 2014,2014
Pernambuco,PT,384699,Camara dos Deputados 2014,2014
Alagoas,PT,64621,Camara dos Deputados 2014,2014
Sergipe,PT,158005,Camara dos Deputados 2014,2014
Bahia,PT,1393083,Camara dos Deputados 2014,2014
Minas Gerais,PT,1868998,Camara dos Deputados 2014,2014
Espirito Santo,PT,220112,Camara dos Deputados 2014,2014
Rio de Janeiro ,PT,610538,Camara dos Deputados 2014,2014
São Paulo,PT,2956439,Camara dos Deputados 2014,2014
Paraná,PT,677272,Camara dos Deputados 2014,2014
Santa Catarina,PT,488347,Camara dos Deputados 2014,2014
R. G. do Sul,PT,1385264,Camara dos Deputados 2014,2014
M. G. do Sul,PT,319786,Camara dos Deputados 2014,2014
Mato Grosso,PT,136113,Camara dos Deputados 2014,2014
Goiás,PT,280901,Camara dos Deputados 2014,2014
Distrito Federal,PT,206728,Camara dos Deputados 2014,2014
Rondônia,PSDB,72551,Camara dos Deputados 2014,2014
Acre,PSDB,36868,Camara dos Deputados 2014,2014
Amazonas,PSDB,258835,Camara dos Deputados 2014,2014
Roraima,PSDB,39097,Camara dos Deputados 2014,2014
Pará,PSDB,480456,Camara dos Deputados 2014,2014
Amapá,PSDB,10738,Camara dos Deputados 2014,2014
Tocantins,PSDB,4369,Camara dos Deputados 2014,2014
Maranhão,PSDB,82420,Camara dos Deputados 2014,2014
Piauí,PSDB,12623,Camara dos Deputados 2014,2014
Ceará,PSDB,196987,Camara dos Deputados 2014,2014
R. G. do Norte,PSDB,90653,Camara dos Deputados 2014,2014
Paraíba,PSDB,241038,Camara dos Deputados 2014,2014
Pernambuco,PSDB,413047,Camara dos Deputados 2014,2014
Alagoas,PSDB,202250,Camara dos Deputados 2014,2014
Sergipe,PSDB,47020,Camara dos Deputados 2014,2014
Bahia,PSDB,405360,Camara dos Deputados 2014,2014
Minas Gerais,PSDB,1410076,Camara dos Deputados 2014,2014
Espirito Santo,PSDB,202551,Camara dos Deputados 2014,2014
Rio de Janeiro ,PSDB,252511,Camara dos Deputados 2014,2014
São Paulo,PSDB,4139629,Camara dos Deputados 2014,2014
Paraná,PSDB,529384,Camara dos Deputados 2014,2014
Santa Catarina,PSDB,276682,Camara dos Deputados 2014,2014
R. G. do Sul,PSDB,305961,Camara dos Deputados 2014,2014
M. G. do Sul,PSDB,104356,Camara dos Deputados 2014,2014
Mato Grosso,PSDB,171389,Camara dos Deputados 2014,2014
Goiás,PSDB,920741,Camara dos Deputados 2014,2014
Distrito Federal,PSDB,166039,Camara dos Deputados 2014,2014
Rondônia,PMDB,207478,Camara dos Deputados 2014,2014
Acre,PMDB,39751,Camara dos Deputados 2014,2014
Amazonas,PMDB,208803,Camara dos Deputados 2014,2014
Roraima,PMDB,16096,Camara dos Deputados 2014,2014
Pará,PMDB,466727,Camara dos Deputados 2014,2014
Amapá,PMDB,39944,Camara dos Deputados 2014,2014
Tocantins,PMDB,231191,Camara dos Deputados 2014,2014
Maranhão,PMDB,475676,Camara dos Deputados 2014,2014
Piauí,PMDB,199085,Camara dos Deputados 2014,2014
Ceará,PMDB,655297,Camara dos Deputados 2014,2014
R. G. do Norte,PMDB,240150,Camara dos Deputados 2014,2014
Paraíba,PMDB,441731,Camara dos Deputados 2014,2014
Pernambuco,PMDB,236048,Camara dos Deputados 2014,2014
Alagoas,PMDB,189044,Camara dos Deputados 2014,2014
Sergipe,PMDB,92624,Camara dos Deputados 2014,2014
Bahia,PMDB,366891,Camara dos Deputados 2014,2014
Minas Gerais,PMDB,891648,Camara dos Deputados 2014,2014
Espirito Santo,PMDB,186461,Camara dos Deputados 2014,2014
Rio de Janeiro ,PMDB,1249836,Camara dos Deputados 2014,2014
São Paulo,PMDB,787168,Camara dos Deputados 2014,2014
Paraná,PMDB,747306,Camara dos Deputados 2014,2014
Santa Catarina,PMDB,828201,Camara dos Deputados 2014,2014
R. G. do Sul,PMDB,981415,Camara dos Deputados 2014,2014
M. G. do Sul,PMDB,355077,Camara dos Deputados 2014,2014
Mato Grosso,PMDB,126218,Camara dos Deputados 2014,2014
Goiás,PMDB,416210,Camara dos Deputados 2014,2014
Distrito Federal,PMDB,115873,Camara dos Deputados 2014,2014
Rondônia,PP,26938,Camara dos Deputados 2014,2014
Acre,PP,31228,Camara dos Deputados 2014,2014
Amazonas,PP,75554,Camara dos Deputados 2014,2014
Roraima,PP,18691,Camara dos Deputados 2014,2014
Pará,PP,83346,Camara dos Deputados 2014,2014
Amapá,PP,21439,Camara dos Deputados 2014,2014
Tocantins,PP,82692,Camara dos Deputados 2014,2014
Maranhão,PP,75936,Camara dos Deputados 2014,2014
Piauí,PP,127721,Camara dos Deputados 2014,2014
Ceará,PP,101611,Camara dos Deputados 2014,2014
R. G. do Norte,PP,76144,Camara dos Deputados 2014,2014
Paraíba,PP,175699,Camara dos Deputados 2014,2014
Pernambuco,PP,383674,Camara dos Deputados 2014,2014
Alagoas,PP,132864,Camara dos Deputados 2014,2014
Sergipe,PP,4358,Camara dos Deputados 2014,2014
Bahia,PP,587325,Camara dos Deputados 2014,2014
Minas Gerais,PP,791551,Camara dos Deputados 2014,2014
Espirito Santo,PP,60455,Camara dos Deputados 2014,2014
Rio de Janeiro ,PP,644717,Camara dos Deputados 2014,2014
São Paulo,PP,776506,Camara dos Deputados 2014,2014
Paraná,PP,521540,Camara dos Deputados 2014,2014
Santa Catarina,PP,375009,Camara dos Deputados 2014,2014
R. G. do Sul,PP,953534,Camara dos Deputados 2014,2014
M. G. do Sul,PP,22981,Camara dos Deputados 2014,2014
Mato Grosso,PP,94179,Camara dos Deputados 2014,2014
Goiás,PP,170588,Camara dos Deputados 2014,2014
Distrito Federal,PP,13511,Camara dos Deputados 2014,2014
Rondônia,PSB,7718,Camara dos Deputados 2014,2014
Acre,PSB,27939,Camara dos Deputados 2014,2014
Amazonas,PSB,62455,Camara dos Deputados 2014,2014
Roraima,PSB,8137,Camara dos Deputados 2014,2014
Pará,PSB,87585,Camara dos Deputados 2014,2014
Amapá,PSB,23587,Camara dos Deputados 2014,2014
Tocantins,PSB,59772,Camara dos Deputados 2014,2014
Maranhão,PSB,186119,Camara dos Deputados 2014,2014
Piauí,PSB,338209,Camara dos Deputados 2014,2014
Ceará,PSB,48274,Camara dos Deputados 2014,2014
R. G. do Norte,PSB,68724,Camara dos Deputados 2014,2014
Paraíba,PSB,106305,Camara dos Deputados 2014,2014
Pernambuco,PSB,1238051,Camara dos Deputados 2014,2014
Alagoas,PSB,5935,Camara dos Deputados 2014,2014
Sergipe,PSB,71717,Camara dos Deputados 2014,2014
Bahia,PSB,262350,Camara dos Deputados 2014,2014
Minas Gerais,PSB,545854,Camara dos Deputados 2014,2014
Espirito Santo,PSB,267008,Camara dos Deputados 2014,2014
Rio de Janeiro ,PSB,282876,Camara dos Deputados 2014,2014
São Paulo,PSB,1192210,Camara dos Deputados 2014,2014
Paraná,PSB,354244,Camara dos Deputados 2014,2014
Santa Catarina,PSB,152150,Camara dos Deputados 2014,2014
R. G. do Sul,PSB,399303,Camara dos Deputados 2014,2014
M. G. do Sul,PSB,83313,Camara dos Deputados 2014,2014
Mato Grosso,PSB,261302,Camara dos Deputados 2014,2014
Goiás,PSB,34113,Camara dos Deputados 2014,2014
Distrito Federal,PSB,92628,Camara dos Deputados 2014,2014
Rondônia,PSD,20167,Camara dos Deputados 2014,2014
Acre,PSD,19289,Camara dos Deputados 2014,2014
Amazonas,PSD,329925,Camara dos Deputados 2014,2014
Roraima,PSD,5239,Camara dos Deputados 2014,2014
Pará,PSD,419372,Camara dos Deputados 2014,2014
Amapá,PSD,15627,Camara dos Deputados 2014,2014
Tocantins,PSD,66161,Camara dos Deputados 2014,2014
Maranhão,PSD,92596,Camara dos Deputados 2014,2014
Piauí,PSD,164819,Camara dos Deputados 2014,2014
Ceará,PSD,26981,Camara dos Deputados 2014,2014
R. G. do Norte,PSD,190891,Camara dos Deputados 2014,2014
Paraíba,PSD,88719,Camara dos Deputados 2014,2014
Pernambuco,PSD,104370,Camara dos Deputados 2014,2014
Alagoas,PSD,3681,Camara dos Deputados 2014,2014
Sergipe,PSD,93455,Camara dos Deputados 2014,2014
Bahia,PSD,633536,Camara dos Deputados 2014,2014
Minas Gerais,PSD,621232,Camara dos Deputados 2014,2014
Espirito Santo,PSD,15187,Camara dos Deputados 2014,2014
Rio de Janeiro ,PSD,574611,Camara dos Deputados 2014,2014
São Paulo,PSD,936889,Camara dos Deputados 2014,2014
Paraná,PSD,232398,Camara dos Deputados 2014,2014
Santa Catarina,PSD,558e3,Camara dos Deputados 2014,2014
R. G. do Sul,PSD,198237,Camara dos Deputados 2014,2014
M. G. do Sul,PSD,42153,Camara dos Deputados 2014,2014
Mato Grosso,PSD,153992,Camara dos Deputados 2014,2014
Goiás,PSD,265622,Camara dos Deputados 2014,2014
Distrito Federal,PSD,94804,Camara dos Deputados 2014,2014
Rondônia,PR,44869,Camara dos Deputados 2014,2014
Acre,PR,13953,Camara dos Deputados 2014,2014
Amazonas,PR,123448,Camara dos Deputados 2014,2014
Roraima,PR,20684,Camara dos Deputados 2014,2014
Pará,PR,153596,Camara dos Deputados 2014,2014
Amapá,PR,20278,Camara dos Deputados 2014,2014
Tocantins,PR,35864,Camara dos Deputados 2014,2014
Maranhão,PR,74650,Camara dos Deputados 2014,2014
Piauí,PR,76776,Camara dos Deputados 2014,2014
Ceará,PR,279982,Camara dos Deputados 2014,2014
R. G. do Norte,PR,137263,Camara dos Deputados 2014,2014
Paraíba,PR,107525,Camara dos Deputados 2014,2014
Pernambuco,PR,281583,Camara dos Deputados 2014,2014
Alagoas,PR,80360,Camara dos Deputados 2014,2014
Sergipe,PR,30689,Camara dos Deputados 2014,2014
Bahia,PR,242545,Camara dos Deputados 2014,2014
Minas Gerais,PR,343798,Camara dos Deputados 2014,2014
Espirito Santo,PR,23598,Camara dos Deputados 2014,2014
Rio de Janeiro ,PR,1055405,Camara dos Deputados 2014,2014
São Paulo,PR,1701667,Camara dos Deputados 2014,2014
Paraná,PR,279572,Camara dos Deputados 2014,2014
Santa Catarina,PR,151189,Camara dos Deputados 2014,2014
R. G. do Sul,PR,58324,Camara dos Deputados 2014,2014
M. G. do Sul,PR,37589,Camara dos Deputados 2014,2014
Mato Grosso,PR,90859,Camara dos Deputados 2014,2014
Goiás,PR,122335,Camara dos Deputados 2014,2014
Distrito Federal,PR,47118,Camara dos Deputados 2014,2014
Rondônia,PRB,8890,Camara dos Deputados 2014,2014
Acre,PRB,18505,Camara dos Deputados 2014,2014
Amazonas,PRB,49644,Camara dos Deputados 2014,2014
Roraima,PRB,28119,Camara dos Deputados 2014,2014
Pará,PRB,108646,Camara dos Deputados 2014,2014
Amapá,PRB,14584,Camara dos Deputados 2014,2014
Tocantins,PRB,47068,Camara dos Deputados 2014,2014
Maranhão,PRB,148761,Camara dos Deputados 2014,2014
Piauí,PRB,25906,Camara dos Deputados 2014,2014
Ceará,PRB,129343,Camara dos Deputados 2014,2014
R. G. do Norte,PRB,65708,Camara dos Deputados 2014,2014
Paraíba,PRB,36892,Camara dos Deputados 2014,2014
Pernambuco,PRB,75133,Camara dos Deputados 2014,2014
Alagoas,PRB,10114,Camara dos Deputados 2014,2014
Sergipe,PRB,55067,Camara dos Deputados 2014,2014
Bahia,PRB,270129,Camara dos Deputados 2014,2014
Minas Gerais,PRB,222242,Camara dos Deputados 2014,2014
Espirito Santo,PRB,82101,Camara dos Deputados 2014,2014
Rio de Janeiro ,PRB,391912,Camara dos Deputados 2014,2014
São Paulo,PRB,2240721,Camara dos Deputados 2014,2014
Paraná,PRB,67439,Camara dos Deputados 2014,2014
Santa Catarina,PRB,34498,Camara dos Deputados 2014,2014
R. G. do Sul,PRB,101543,Camara dos Deputados 2014,2014
M. G. do Sul,PRB,36364,Camara dos Deputados 2014,2014
Mato Grosso,PRB,15527,Camara dos Deputados 2014,2014
Goiás,PRB,63516,Camara dos Deputados 2014,2014
Distrito Federal,PRB,75621,Camara dos Deputados 2014,2014
Rondônia,DEM,10489,Camara dos Deputados 2014,2014
Acre,DEM,23727,Camara dos Deputados 2014,2014
Amazonas,DEM,107209,Camara dos Deputados 2014,2014
Roraima,DEM,596,Camara dos Deputados 2014,2014
Pará,DEM,235185,Camara dos Deputados 2014,2014
Amapá,DEM,6733,Camara dos Deputados 2014,2014
Tocantins,DEM,81458,Camara dos Deputados 2014,2014
Maranhão,DEM,7575,Camara dos Deputados 2014,2014
Piauí,DEM,1898,Camara dos Deputados 2014,2014
Ceará,DEM,290261,Camara dos Deputados 2014,2014
R. G. do Norte,DEM,120540,Camara dos Deputados 2014,2014
Paraíba,DEM,107618,Camara dos Deputados 2014,2014
Pernambuco,DEM,92547,Camara dos Deputados 2014,2014
Alagoas,DEM,10199,Camara dos Deputados 2014,2014
Sergipe,DEM,55715,Camara dos Deputados 2014,2014
Bahia,DEM,626590,Camara dos Deputados 2014,2014
Minas Gerais,DEM,513661,Camara dos Deputados 2014,2014
Espirito Santo,DEM,158227,Camara dos Deputados 2014,2014
Rio de Janeiro ,DEM,109306,Camara dos Deputados 2014,2014
São Paulo,DEM,882582,Camara dos Deputados 2014,2014
Paraná,DEM,106606,Camara dos Deputados 2014,2014
Santa Catarina,DEM,125568,Camara dos Deputados 2014,2014
R. G. do Sul,DEM,154082,Camara dos Deputados 2014,2014
M. G. do Sul,DEM,68500,Camara dos Deputados 2014,2014
Mato Grosso,DEM,3071,Camara dos Deputados 2014,2014
Goiás,DEM,28889,Camara dos Deputados 2014,2014
Distrito Federal,DEM,156655,Camara dos Deputados 2014,2014
Rondônia,PTB,85372,Camara dos Deputados 2014,2014
Acre,PTB,4257,Camara dos Deputados 2014,2014
Amazonas,PTB,72047,Camara dos Deputados 2014,2014
Roraima,PTB,1076,Camara dos Deputados 2014,2014
Pará,PTB,132205,Camara dos Deputados 2014,2014
Amapá,PTB,14616,Camara dos Deputados 2014,2014
Tocantins,PTB,1471,Camara dos Deputados 2014,2014
Maranhão,PTB,113253,Camara dos Deputados 2014,2014
Piauí,PTB,208861,Camara dos Deputados 2014,2014
Ceará,PTB,89655,Camara dos Deputados 2014,2014
R. G. do Norte,PTB,3326,Camara dos Deputados 2014,2014
Paraíba,PTB,116547,Camara dos Deputados 2014,2014
Pernambuco,PTB,465366,Camara dos Deputados 2014,2014
Alagoas,PTB,28291,Camara dos Deputados 2014,2014
Sergipe,PTB,133113,Camara dos Deputados 2014,2014
Bahia,PTB,242480,Camara dos Deputados 2014,2014
Minas Gerais,PTB,345005,Camara dos Deputados 2014,2014
Espirito Santo,PTB,5172,Camara dos Deputados 2014,2014
Rio de Janeiro ,PTB,237384,Camara dos Deputados 2014,2014
São Paulo,PTB,701693,Camara dos Deputados 2014,2014
Paraná,PTB,314102,Camara dos Deputados 2014,2014
Santa Catarina,PTB,5681,Camara dos Deputados 2014,2014
R. G. do Sul,PTB,434855,Camara dos Deputados 2014,2014
M. G. do Sul,PTB,3050,Camara dos Deputados 2014,2014
Mato Grosso,PTB,5296,Camara dos Deputados 2014,2014
Goiás,PTB,125167,Camara dos Deputados 2014,2014
Distrito Federal,PTB,24852,Camara dos Deputados 2014,2014
Rondônia,PDT,91644,Camara dos Deputados 2014,2014
Acre,PDT,13026,Camara dos Deputados 2014,2014
Amazonas,PDT,9622,Camara dos Deputados 2014,2014
Roraima,PDT,18733,Camara dos Deputados 2014,2014
Pará,PDT,126457,Camara dos Deputados 2014,2014
Amapá,PDT,34799,Camara dos Deputados 2014,2014
Tocantins,PDT,2400,Camara dos Deputados 2014,2014
Maranhão,PDT,227231,Camara dos Deputados 2014,2014
Piauí,PDT,99633,Camara dos Deputados 2014,2014
Ceará,PDT,145772,Camara dos Deputados 2014,2014
R. G. do Norte,PDT,51497,Camara dos Deputados 2014,2014
Paraíba,PDT,84758,Camara dos Deputados 2014,2014
Pernambuco,PDT,138156,Camara dos Deputados 2014,2014
Alagoas,PDT,95519,Camara dos Deputados 2014,2014
Sergipe,PDT,6685,Camara dos Deputados 2014,2014
Bahia,PDT,205969,Camara dos Deputados 2014,2014
Minas Gerais,PDT,269937,Camara dos Deputados 2014,2014
Espirito Santo,PDT,209979,Camara dos Deputados 2014,2014
Rio de Janeiro ,PDT,227702,Camara dos Deputados 2014,2014
São Paulo,PDT,451466,Camara dos Deputados 2014,2014
Paraná,PDT,43432,Camara dos Deputados 2014,2014
Santa Catarina,PDT,31984,Camara dos Deputados 2014,2014
R. G. do Sul,PDT,507269,Camara dos Deputados 2014,2014
M. G. do Sul,PDT,65677,Camara dos Deputados 2014,2014
Mato Grosso,PDT,88693,Camara dos Deputados 2014,2014
Goiás,PDT,171024,Camara dos Deputados 2014,2014
Distrito Federal,PDT,50104,Camara dos Deputados 2014,2014
Rondônia,SD,26558,Camara dos Deputados 2014,2014
Acre,SD,5016,Camara dos Deputados 2014,2014
Amazonas,SD,938,Camara dos Deputados 2014,2014
Roraima,SD,149,Camara dos Deputados 2014,2014
Pará,SD,238678,Camara dos Deputados 2014,2014
Amapá,SD,9837,Camara dos Deputados 2014,2014
Tocantins,SD,23582,Camara dos Deputados 2014,2014
Maranhão,SD,85587,Camara dos Deputados 2014,2014
Piauí,SD,31275,Camara dos Deputados 2014,2014
Ceará,SD,228664,Camara dos Deputados 2014,2014
R. G. do Norte,SD,23164,Camara dos Deputados 2014,2014
Paraíba,SD,64479,Camara dos Deputados 2014,2014
Pernambuco,SD,70867,Camara dos Deputados 2014,2014
Alagoas,SD,137402,Camara dos Deputados 2014,2014
Sergipe,SD,85612,Camara dos Deputados 2014,2014
Bahia,SD,222211,Camara dos Deputados 2014,2014
Minas Gerais,SD,212976,Camara dos Deputados 2014,2014
Espirito Santo,SD,70930,Camara dos Deputados 2014,2014
Rio de Janeiro ,SD,220196,Camara dos Deputados 2014,2014
São Paulo,SD,501003,Camara dos Deputados 2014,2014
Paraná,SD,168581,Camara dos Deputados 2014,2014
Santa Catarina,SD,42111,Camara dos Deputados 2014,2014
R. G. do Sul,SD,48467,Camara dos Deputados 2014,2014
M. G. do Sul,SD,39525,Camara dos Deputados 2014,2014
Mato Grosso,SD,11518,Camara dos Deputados 2014,2014
Goiás,SD,80387,Camara dos Deputados 2014,2014
Distrito Federal,SD,39988,Camara dos Deputados 2014,2014
Rondônia,PSC,25938,Camara dos Deputados 2014,2014
Acre,PSC,12321,Camara dos Deputados 2014,2014
Amazonas,PSC,2759,Camara dos Deputados 2014,2014
Roraima,PSC,13784,Camara dos Deputados 2014,2014
Pará,PSC,106752,Camara dos Deputados 2014,2014
Amapá,PSC,25501,Camara dos Deputados 2014,2014
Tocantins,PSC,30348,Camara dos Deputados 2014,2014
Maranhão,PSC,27408,Camara dos Deputados 2014,2014
Piauí,PSC,1985,Camara dos Deputados 2014,2014
Ceará,PSC,11542,Camara dos Deputados 2014,2014
R. G. do Norte,PSC,5504,Camara dos Deputados 2014,2014
Paraíba,PSC,64018,Camara dos Deputados 2014,2014
Pernambuco,PSC,107856,Camara dos Deputados 2014,2014
Alagoas,PSC,2682,Camara dos Deputados 2014,2014
Sergipe,PSC,77016,Camara dos Deputados 2014,2014
Bahia,PSC,257158,Camara dos Deputados 2014,2014
Minas Gerais,PSC,214878,Camara dos Deputados 2014,2014
Espirito Santo,PSC,5934,Camara dos Deputados 2014,2014
Rio de Janeiro ,PSC,53633,Camara dos Deputados 2014,2014
São Paulo,PSC,828477,Camara dos Deputados 2014,2014
Paraná,PSC,493575,Camara dos Deputados 2014,2014
Santa Catarina,PSC,19276,Camara dos Deputados 2014,2014
R. G. do Sul,PSC,31659,Camara dos Deputados 2014,2014
M. G. do Sul,PSC,12494,Camara dos Deputados 2014,2014
Mato Grosso,PSC,66426,Camara dos Deputados 2014,2014
Goiás,PSC,18314,Camara dos Deputados 2014,2014
Distrito Federal,PSC,3183,Camara dos Deputados 2014,2014
Rondônia,PV,9485,Camara dos Deputados 2014,2014
Acre,PV,4358,Camara dos Deputados 2014,2014
Amazonas,PV,2793,Camara dos Deputados 2014,2014
Roraima,PV,4918,Camara dos Deputados 2014,2014
Pará,PV,8749,Camara dos Deputados 2014,2014
Amapá,PV,9123,Camara dos Deputados 2014,2014
Tocantins,PV,23761,Camara dos Deputados 2014,2014
Maranhão,PV,185917,Camara dos Deputados 2014,2014
Piauí,PV,6149,Camara dos Deputados 2014,2014
Ceará,PV,53727,Camara dos Deputados 2014,2014
R. G. do Norte,PV,6700,Camara dos Deputados 2014,2014
Paraíba,PV,4545,Camara dos Deputados 2014,2014
Pernambuco,PV,23681,Camara dos Deputados 2014,2014
Alagoas,PV,2208,Camara dos Deputados 2014,2014
Sergipe,PV,1969,Camara dos Deputados 2014,2014
Bahia,PV,66057,Camara dos Deputados 2014,2014
Minas Gerais,PV,161784,Camara dos Deputados 2014,2014
Espirito Santo,PV,78426,Camara dos Deputados 2014,2014
Rio de Janeiro ,PV,70945,Camara dos Deputados 2014,2014
São Paulo,PV,955373,Camara dos Deputados 2014,2014
Paraná,PV,273852,Camara dos Deputados 2014,2014
Santa Catarina,PV,10435,Camara dos Deputados 2014,2014
R. G. do Sul,PV,18959,Camara dos Deputados 2014,2014
M. G. do Sul,PV,3346,Camara dos Deputados 2014,2014
Mato Grosso,PV,0,Camara dos Deputados 2014,2014
Goiás,PV,0,Camara dos Deputados 2014,2014
Distrito Federal,PV,17204,Camara dos Deputados 2014,2014
Rondônia,PROS,28119,Camara dos Deputados 2014,2014
Acre,PROS,2134,Camara dos Deputados 2014,2014
Amazonas,PROS,11656,Camara dos Deputados 2014,2014
Roraima,PROS,10473,Camara dos Deputados 2014,2014
Pará,PROS,113028,Camara dos Deputados 2014,2014
Amapá,PROS,20482,Camara dos Deputados 2014,2014
Tocantins,PROS,2308,Camara dos Deputados 2014,2014
Maranhão,PROS,5167,Camara dos Deputados 2014,2014
Piauí,PROS,2663,Camara dos Deputados 2014,2014
Ceará,PROS,614852,Camara dos Deputados 2014,2014
R. G. do Norte,PROS,186728,Camara dos Deputados 2014,2014
Paraíba,PROS,7391,Camara dos Deputados 2014,2014
Pernambuco,PROS,7553,Camara dos Deputados 2014,2014
Alagoas,PROS,85006,Camara dos Deputados 2014,2014
Sergipe,PROS,50962,Camara dos Deputados 2014,2014
Bahia,PROS,66030,Camara dos Deputados 2014,2014
Minas Gerais,PROS,78479,Camara dos Deputados 2014,2014
